Distance_Centroid,Rad_max,Rad_out,sel_insideEddy,Datenum
0.0,0.0,0.0,0,738566.9165511065
0.0,0.0,0.0,0,738569.9530788694
0.0,0.0,0.0,0,738572.9558566514
0.0,0.0,0.0,0,738575.9165626811
191.820697096754,56.6694503834289,93.7274540000456,0,738578.9572571123
0.0,0.0,0.0,0,738581.9586344267
0.0,0.0,0.0,0,738584.9179399994
0.0,0.0,0.0,0,738587.9558451262
0.0,0.0,0.0,0,738590.9572455484
0.0,0.0,0.0,0,738593.9151737915
0.0,0.0,0.0,0,738596.9544562416
0.0,0.0,0.0,0,738599.9489006881
0.0,0.0,0.0,0,738602.912384505
0.0,0.0,0.0,0,738605.954456237
0.0,0.0,0.0,0,738608.9558451439
0.0,0.0,0.0,0,738611.9151737915
0.0,0.0,0.0,0,738614.9530673516
0.0,0.0,0.0,0,738617.9516784623
0.0,0.0,0.0,0,738620.9137849016
0.0,0.0,0.0,0,738623.9544562413
0.0,0.0,0.0,0,738626.9558451287
0.0,0.0,0.0,0,738629.9123960141
0.0,0.0,0.0,0,738632.9586344878
0.0,0.0,0.0,0,738635.954456249
90.8854468845639,106.595323417709,110.627083473258,1,738638.9165511783
95.1737792861731,122.435105546892,145.483493712156,1,738641.9600117926
64.3965988741059,124.776048401171,168.697371857147,1,738644.958634484
24.8108860864069,126.023563063611,165.547425523631,1,738647.9151622767
26.8901628889172,118.497745141596,163.966549791418,1,738650.9743869128
71.397169191997,122.025988977104,155.384858435566,1,738653.9540975816
26.8464236698148,121.298855237885,145.685547407434,1,738656.9702202512
50.2155050127488,101.794528942243,135.019769775051,1,738659.954085999
23.5365932375245,122.507499831139,139.986736031441,1,738662.9674424572
82.7699996475984,95.2642046844671,112.262833108831,1,738665.9527086759
65.785247558181,87.3211156120272,115.205220984276,1,738668.968842928
135.5184010558,89.980075229361,109.989994461556,0,738671.9513082135
0.0,0.0,0.0,0,738674.9771646785
83.1867742337858,73.2298685290246,105.843362642046,0,738677.9596646305
98.5928576098642,90.7218923957508,109.518020879813,0,738680.9743984266
0.0,0.0,0.0,0,738683.9249308362
0.0,0.0,0.0,0,738686.9660535656
