Distance_Centroid,Rad_max,Rad_out,sel_insideEddy
15.4961341904662,42.7342977639178,66.7657736235593,1
13.2241956848602,42.7342977639178,66.7657736235593,1
11.621064328983,42.7342977639178,66.7657736235593,1
10.4610022632542,42.7342977639178,66.7657736235593,1
10.1412194248435,42.8728972222604,69.9923763421006,1
10.0309995766077,42.8728972222604,69.9923763421006,1
17.8382008767,41.0160221825352,70.1574929449664,1
10.0644571540925,74.2853083172284,80.5546647997406,1
28.4085477845411,65.965425349189,73.720191589525,1
10.406168308384,74.2052890202863,80.3392057132955,1
33.4204340125417,71.4170604097387,88.7530943003729,1
15.5356132065035,72.3432430056904,96.8286379852885,1
34.1964736296134,69.2517606882956,102.694565224688,1
14.9132751683197,82.7979928044754,107.56253486651,1
42.6960412132941,89.8190587185172,106.310933002593,1
19.3520929854814,85.5569985093913,108.399754895804,1
23.1241746453495,94.2887068530795,113.182355881645,1
19.2163318750617,78.9726616885495,125.486904489665,1
3.3695582981601,78.0726829558956,132.530008783293,1
26.9513506118154,85.0841594220513,131.856800859585,1
34.6778668606202,90.593003158371,139.173527654127,1
5.83002955763148,95.5471923263773,140.530313646083,1
38.8200270858309,92.997111075016,134.14872811852,1
5.04631373308205,79.1697549437327,128.008640257638,1
28.6729145087437,98.5017465568539,134.776795039581,1
45.245456403139,97.8638140109204,135.338803836852,1
48.3448536456816,92.5782430940175,134.689899208592,1
27.5497749678662,67.087958874097,137.962331321622,1
35.7288223307769,97.6526457274806,139.830023525012,1
21.1106382658517,83.8539492985728,137.623706227196,1
27.3784415925176,92.8820625394319,140.114813653682,1
27.0821168010965,78.2415953086418,136.601441810663,1
14.7676098081999,69.0045854506048,130.794696785258,1
16.4033229281678,71.1399211139819,123.362802278391,1
5.62773806908414,70.00609774485,123.06748853598,1
19.5717954446283,74.3811977259608,89.2125137383237,1
46.5280796284429,70.6628866528818,93.3377919280225,1
27.2502107462833,63.3900504201236,95.8650265730122,1
8.66884690080502,75.9497810747405,100.781469963904,1
20.2298512362709,76.8315027154363,105.831485007657,1
25.3122103262267,72.0246397833956,113.801451816809,1
27.3950798887182,66.3049445720802,110.388512142698,1
35.7713501284821,70.4208301080642,92.6931133221195,1
30.5766463131864,73.6303931393594,78.8804426635709,1
20.8407343910925,64.536868372934,68.6990671733772,1
39.7482009452446,109.542698433396,113.010640259616,1
51.308461278081,44.6081010534193,88.4227427303408,0
38.653649393677,54.4775438645196,94.6786080092514,1
15.5933367108761,51.1002854726128,97.4186722298169,1
11.1059306467596,53.6254411200889,71.0281251863899,1
9.80804735634123,46.8158310639842,55.0017045381304,1
37.7977475432578,55.9014249562466,59.6749690409435,1
31.2241374859881,42.0876539488784,53.0184529872142,1
36.9458557426884,45.9420481714962,55.6595345530509,1
18.5820738798261,53.3294216012459,60.8805244605912,1
39.9587520051117,51.721433491533,67.6564527717472,1
12.4182478796621,65.1375754639425,70.4178245415592,1
43.8371818192216,66.9633871353883,73.5503791956733,1
25.9099167430251,53.2300027528552,63.571069994607,1
37.0323635275688,41.8220804139187,53.5719512757952,1
0,0,0,0
105.415030779209,67.8949092785881,94.7155655802542,0
22.2638628362966,73.2022677924817,102.744514927944,1
30.8236822746704,75.4429846355834,119.627136203152,1
81.0874104381685,56.8406335069173,123.047952316983,0
73.6765377329597,66.9053755150976,119.04503731723,0
82.6693533475564,56.0423906079291,94.0819989614562,0
72.9872435172448,56.9345905294831,86.5862051640478,0
60.2868720081161,52.1443287110913,80.5694450566455,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
59.4387365549097,49.0745422268716,63.7426279407224,0
6.99815647541232,46.4108711662199,46.4108711662196,1
24.2361892339186,37.4087344963458,39.2744236422599,1
51.6305866465623,45.5041213987936,54.5464400392642,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
137.434261677189,39.7892163496639,81.9931221105114,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
191.820691639925,56.6698409970974,93.7303079490887,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
90.8854143801841,106.594273969999,110.625991149145,1
95.1737788030858,122.435111064006,145.483502824716,1
64.3965980498165,124.776297077788,168.6984206806,1
24.8108724008555,126.022975299673,165.542599925777,1
26.8901638399817,118.497845605851,163.96707651855,1
71.3972094641894,122.026280049116,155.386000919358,1
26.8463011779237,121.299416734651,145.687002196658,1
50.2158376736548,101.795014268158,135.020773254093,1
23.5296025031418,122.498828047031,139.973322067073,1
82.7698608256006,95.2647282597031,112.263658540043,1
65.7851801089217,87.3207807484292,115.204299971256,1
135.518401837455,89.9794755664638,109.989026589236,0
0,0,0,0
83.1870204698936,73.2288591791245,105.839532759328,0
98.5928425570263,90.7219733371024,109.518190756185,0
0,0,0,0
90.5298773073857,79.7651219861412,114.250232733919,0
0,0,0,0
64.1311578195641,70.0613903313647,101.796728100724,1
0,0,0,0
79.0034482807015,94.6662550834673,118.812608539051,1
