Datenum,Lon,Lat,Rad_max,Rad_out,Vel_Azimuth
738395,10.4819376116097,-36.746146122248,29.1300943104682,29.1300943104683,-0.398783979470895
738396,10.4694516134061,-36.7283459210989,31.2492915228042,31.2492915228041,-0.369805234866689
738399,10.5170836229644,-36.7725324330897,40.3427163882238,42.317501063852,-0.313833322543787
738400,10.493301154114,-36.7784484243295,41.3566982819657,41.3566982819656,-0.315716603606392
738401,10.4543503809042,-36.803370097853,35.8340804925117,36.6339052261933,-0.301660272888236
738402,10.4356593719114,-36.851471341921,30.6269658157506,30.6269658157505,-0.271607991327009
738403,10.4250180978455,-36.8736949084913,31.9972461601568,34.0334878044825,-0.269333248527651
738404,10.3773614782414,-36.8970901045489,36.4449031954783,41.7189239367719,-0.299576669691709
738405,10.2403873045721,-36.9994222586503,45.6176259431068,46.7742577140702,-0.34338627636998
738406,10.2088790276158,-36.9834534523728,49.0118260170551,64.1439345164864,-0.383914847490513
738407,10.1373921799277,-36.9896844623268,51.0737927574369,70.4947276368329,-0.365903583451972
738408,10.1040766724836,-36.8074634086271,77.6353252542139,92.7680577318395,-0.388126634196585
738409,10.0032305189628,-36.9929361728828,51.0321530819803,89.7978218917636,-0.374701907280506
738410,9.92137691793768,-36.9883162045134,53.9833574895145,83.6538668360012,-0.379769541469666
738411,9.78631186354158,-37.06481909889,41.3501858988945,82.2591046208049,-0.371840230307576
738412,9.66299200587842,-37.0683584970457,47.1157311026963,87.3681080697517,-0.398093056263938
738413,9.57131926809336,-37.0755353025292,50.0460900012524,82.0345975098426,-0.403040945548178
738414,9.43644078504,-37.1076981138665,47.8428250768139,77.3086959572418,-0.405693353847789
738415,9.3355537733576,-37.1103872973804,50.3458757044323,71.0740164870391,-0.412914579105094
738416,9.21255831631519,-37.1436719411551,42.6245565083723,63.1730998158293,-0.430771675057831
738417,9.11918236901504,-37.1855057954727,47.2529558560764,56.1408964707183,-0.431174913782952
738418,8.97179461597011,-37.2366372166784,38.7098444756521,53.7053490469297,-0.320024973806747
738419,8.91889639426336,-37.2445626569546,49.2515038246361,59.9745727289573,-0.347188927506187
738420,8.85874130042349,-37.2733626871213,47.518209425292,67.0046648190896,-0.36854764409917
738421,8.86685503757575,-37.3196969188634,43.9830399721064,69.5193483825843,-0.352264564273398
738422,8.87674036942241,-37.3627936716452,40.2751778737837,51.4883508095216,-0.318667065080091
738423,8.81417106915764,-37.3844453336188,38.6403307884893,38.6403307884894,-0.266834004838009
738424,8.76767824520378,-37.4172265224221,46.5584920871477,53.4181933718245,-0.373495409903734
738425,8.64282486929495,-37.3607662270053,59.8757058066803,67.5291966759854,-0.378884794524449
738426,8.66812887487655,-37.410770882944,57.4899914122545,76.5097852957243,-0.389507672074738
738427,8.5383306143605,-37.3741109102979,54.9053186996702,101.332200228297,-0.364645486235207
738428,8.37069055510056,-37.2223598917038,57.4013754673184,96.485685601157,-0.352836368576897
738429,8.34677861838917,-37.1078291424529,67.8949092785881,94.7155655802542,-0.377597045375386
738430,8.27883866006033,-37.0089008191831,77.7341670259689,97.6875705407695,-0.399444262061876
738431,8.27328907451159,-37.0143848992154,73.8014175655369,99.2763728992455,-0.435867151079099
738432,8.22359173133628,-36.9931953821308,73.2022677924817,102.744514927944,-0.454672711540241
738433,8.19462295637477,-36.9965575047697,71.0875887490992,99.4821262180914,-0.466887877853678
738434,8.10780356829635,-36.9968903323141,74.1841835209522,113.118624790208,-0.478630545832318
738435,8.07473636507941,-36.9998238493471,75.4429846355834,119.627136203152,-0.485960203254065
738436,8.00808629545357,-37.0883411016262,64.6752600293211,128.14207854946,-0.512892489190048
738437,7.95901433516343,-37.1312293995718,56.8553799012944,126.342007858957,-0.518443692651314
738438,7.93293544791506,-37.1279385053946,56.8406335069173,123.047952316983,-0.517816902877121
738439,7.92789820707441,-37.0706828377318,65.7327420669038,117.556714292191,-0.492748976730817
738440,7.90107801037036,-37.0625524899378,68.2958079832415,121.055692857248,-0.506115499213013
738441,7.87214931955254,-37.0418433499454,66.9053755150976,119.04503731723,-0.491651754075965
738442,7.81162312017506,-37.0383264458445,59.9824990654175,116.189965880083,-0.499225331988546
738443,7.78625853187002,-37.0245119321002,59.8826291569544,95.6051954459645,-0.492600285694137
738444,7.74240331264128,-36.9890901355455,56.0423906079291,94.0819989614562,-0.499030654874356
738445,7.71678376692884,-36.961894052426,60.120013874881,87.4958719259957,-0.506344863318001
738446,7.68523210005723,-36.9393987950524,58.7485817511041,85.1336112175119,-0.503380261690423
738447,7.65008001231763,-36.921174828354,56.9345905294831,86.5862051640478,-0.504027395390588
738448,7.61733249808184,-36.9013582957437,54.8953073437235,85.0698682392466,-0.489746724976563
738449,7.60941401870861,-36.8631500531392,48.839908604684,82.1234934019656,-0.503693677372095
738450,7.60041727455374,-36.8313502313831,52.1443287110913,80.5694450566455,-0.496853141419308
738451,7.57644520815739,-36.7912533192477,54.2666383901162,81.2143752560726,-0.507510978476386
738452,7.55591575520221,-36.7699756749795,55.3502405357376,83.1868516906848,-0.512579948948344
738453,7.57164492090884,-36.7476926853264,57.7180521695828,91.7774269304349,-0.515022829436729
738454,7.57993511460183,-36.7184012984613,56.7394521873293,86.5814873168912,-0.510994999767634
738455,7.57922440790132,-36.6893329018234,58.0610904601747,80.5728656488205,-0.494690592848441
738456,7.56735602683578,-36.6679570572513,59.4189802825889,75.8514299885134,-0.489952077098829
738457,7.57189217019145,-36.6580764240888,59.2155762752682,73.9607813737002,-0.476414329496607
738458,7.56079464697371,-36.6468284096523,60.5943212824609,71.1855542570057,-0.462590240618706
738459,7.5608184559405,-36.659073893687,57.0820688701033,69.7864900039985,-0.488779086751093
738460,7.53926311975891,-36.6795931522934,57.4873637961203,63.3818638504383,-0.482663366504113
738461,7.52840922328887,-36.7015553898921,53.6874140384606,60.8540339921074,-0.448366726235587
738462,7.51615457565302,-36.7131440459803,49.9336100380459,58.5226728867437,-0.433253812246525
738463,7.5643359733926,-36.6637876848974,54.3731939372926,59.836870757076,-0.409352168014872
738464,7.61021911305476,-36.6020024224288,43.1571654001636,59.7946017921943,-0.429491540375716
738465,7.60954625194383,-36.5919856060727,49.8841400662876,59.6455021171353,-0.437567881878747
738466,7.61409661135998,-36.5741111799448,52.1720028801332,60.4519969984463,-0.453180507101399
738467,7.63085475834371,-36.5668402224321,54.7176763052122,64.1617693276555,-0.4606043180656
738468,7.63179977655097,-36.5715086300838,56.9707759935638,67.0122485558619,-0.471715187530057
738469,7.63832684023672,-36.5663434670347,57.4526534137981,69.887987245784,-0.484366802751516
738470,7.63505290927534,-36.5674131581951,58.208266305115,73.3288091736518,-0.496693433565491
738471,7.61728722592456,-36.5718763952211,57.8342434523368,74.8009879775402,-0.50595642916888
738472,7.60998366349238,-36.5746456096476,56.02928440166,75.5651379585488,-0.496989692363611
738473,7.59526922406699,-36.5895401583661,56.496557484138,77.6395789840913,-0.498019965075463
738474,7.53883235468534,-36.6421924031157,58.0931689003751,79.7314845057556,-0.477466081846572
738475,7.47203657209732,-36.6616355640775,63.2659405361789,83.3636959822895,-0.45947242294271
738476,7.51450508180011,-36.6827275709935,54.5817164521183,85.0660942033247,-0.478660815894055
738477,7.49630727919993,-36.7163503747122,55.0758753981224,87.3520203516357,-0.471850106935103
738478,7.50222003167946,-36.7611417710873,54.0670587864326,89.9062874137157,-0.47491878081424
738479,7.49392048164599,-36.7959298096761,52.501832886568,92.9114308165266,-0.478480206361863
738480,7.50300648895326,-36.8354500502424,54.5291074431898,95.1924745842697,-0.485280442339159
738481,7.48727325729621,-36.8693179562246,53.1011223609688,93.7844488477281,-0.482983579861493
738482,7.47637988151343,-36.8920064665171,48.4584457989564,92.7475800438803,-0.489655097408888
738483,7.47189670280502,-36.9223197024135,49.76477084922,95.351630869981,-0.506504958758579
738484,7.44331059217337,-36.9434373114085,50.8686511498223,100.223488286384,-0.525784467928535
738485,7.44021316120635,-36.9623462823536,50.1702937333207,68.4488402312426,-0.540029101962574
738486,7.41959209648894,-36.9828330547049,49.7099959200622,70.1696010094235,-0.543576063315833
738487,7.407567403377,-36.993219598852,51.9887181624787,72.2616071404253,-0.546934552498613
