pprojid	profileid	filename	date_time	latitude	longitude	psampleid	depth	watervolume	class01	class02	class03	class04	class05	class06	class07	class08	class09	class10	class11	class12	class13	class14	class15	class16	class18	class19	class20	class21	class22	class23	class24	class25	class26	class27	class28	class29	class30	class31	class32	class33	class34	class35	class36	class37	class38	class39	class40	class41	class42	class43	class44	class45	biovol01	biovol02	biovol03	biovol04	biovol05	biovol06	biovol07	biovol08	biovol09	biovol10	biovol11	biovol12	biovol13	biovol14	biovol15	biovol16	biovol17	biovol18	biovol19	biovol20	biovol21	biovol22	biovol23	biovol24	biovol25	biovol26	biovol27	biovol28	biovol29	biovol30	biovol31	biovol32	biovol33	biovol34	biovol35	biovol36	biovol37	biovol38	biovol39	biovol40	biovol41	biovol42	biovol43	biovol44	biovol45
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	2.5	0.0																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	7.5	27.0																	0	0	8449	594	481	373	111	40	23	7	3	1	3	2	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	12.5	22.2																	0	0	6647	467	380	250	63	22	11	7	3	1	3	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	17.5	21.6																	0	0	6613	435	336	229	69	27	15	4	3	3	2	0	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	22.5	21.0																	0	0	6484	457	351	193	69	23	14	5	1	2	2	1	0	1	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	27.5	19.8																	0	0	6155	457	325	227	58	23	13	8	2	2	2	1	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	32.5	41.4																	0	0	12722	857	723	434	126	47	24	8	5	2	3	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	37.5	19.2																	0	0	5912	391	341	240	63	27	13	4	4	2	0	1	1	1	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	47.5	19.2																	0	0	6034	399	303	235	72	31	16	8	3	2	1	2	2	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	52.5	19.2																	0	0	5858	400	327	199	66	30	13	2	1	0	2	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	57.5	21.0																	0	0	6422	476	369	279	76	31	23	8	4	2	1	2	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	62.5	18.6																	0	0	5511	388	312	219	60	23	13	3	1	0	1	0	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	67.5	38.4																	0	0	11809	823	664	439	124	44	20	8	3	6	2	0	0	0	1																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	77.5	19.2																	0	0	5908	397	349	222	60	16	11	6	0	2	2	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	82.5	21.0																	0	0	6410	442	406	238	66	28	20	1	3	1	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	87.5	20.4																	0	0	6251	445	339	223	79	29	14	4	4	2	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	92.5	23.4																	0	0	7064	489	368	247	75	16	10	9	3	2	1	0	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	97.5	34.2																	0	0	10612	748	541	377	122	30	23	19	4	2	2	1	1	0	1																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	107.5	17.4																	0	0	5947	383	288	207	45	27	4	4	4	2	0	0	0	1	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	117.5	19.2																	0	0	6573	375	335	215	50	22	8	9	4	2	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	127.5	19.8																	0	0	6847	469	322	182	50	19	11	5	3	4	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	137.5	18.6																	0	0	6366	382	273	194	44	22	7	1	1	2	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	147.5	19.8																	0	0	7164	422	320	208	51	26	13	4	4	5	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	157.5	21.0																	0	0	7268	424	304	209	45	34	11	5	4	4	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	167.5	22.2																	0	0	7103	329	179	105	38	8	6	2	4	1	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	177.5	19.8																	0	0	6419	288	159	92	25	7	2	1	3	1	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	187.5	18.0																	0	0	6123	266	164	76	28	5	5	2	0	1	1	0	0	1	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	197.5	16.8																	0	0	5737	265	161	84	17	7	2	2	1	2	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	207.5	17.4																	0	0	6003	281	156	69	7	7	4	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	217.5	18.0																	0	0	6400	263	167	66	20	3	2	0	0	1	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	227.5	18.6																	0	0	6606	256	152	66	21	6	4	0	2	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	237.5	19.2																	0	0	7084	317	193	74	22	7	3	2	1	0	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	247.5	19.2																	0	0	7210	277	151	95	22	5	1	0	2	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	257.5	20.4																	0	0	7272	308	186	79	16	5	4	1	0	0	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	267.5	20.4																	0	0	7416	324	182	88	27	7	5	1	0	2	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	277.5	21.0																	0	0	7456	374	204	97	16	7	1	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	287.5	23.4																	0	0	7898	343	243	96	25	13	2	0	1	1	0	0	2	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	297.5	24.0																	0	0	8261	374	216	112	30	9	6	0	2	0	1	0	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	307.5	21.6																	0	0	7110	313	206	106	21	11	2	1	1	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	317.5	23.4																	0	0	7869	359	210	101	31	11	3	0	0	1	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	327.5	23.4																	0	0	8033	343	217	94	24	7	7	1	2	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	337.5	22.8																	0	0	7222	320	175	101	29	8	6	0	0	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	347.5	22.8																	0	0	7464	290	211	103	25	21	3	3	1	0	0	0	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	357.5	21.6																	0	0	7069	272	186	87	14	8	5	2	1	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	367.5	21.6																	0	0	6814	330	183	94	20	7	3	3	2	2	1	0	0	0	1																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	377.5	22.2																	0	0	6777	300	191	105	24	11	6	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	387.5	21.6																	0	0	6518	227	159	104	22	6	3	2	0	0	1	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	397.5	21.0																	0	0	6454	230	172	94	21	12	5	4	2	3	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	407.5	21.0																	0	0	6881	277	151	85	30	8	4	1	1	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	417.5	23.4																	0	0	7265	260	159	100	27	14	4	0	0	1	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	427.5	24.6																	0	0	7477	306	189	113	26	12	5	3	0	1	0	0	0	0	1																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	437.5	22.2																	0	0	6840	244	186	118	27	6	7	1	2	1	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	447.5	22.2																	0	0	6643	253	140	94	27	10	2	3	2	1	0	0	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	457.5	22.2																	0	0	6667	230	147	91	31	14	6	1	2	0	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	467.5	21.6																	0	0	6463	241	157	82	31	12	5	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	477.5	21.6																	0	0	6745	229	152	99	26	11	3	3	3	0	1	0	0	1	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	487.5	21.6																	0	0	6469	213	122	93	25	16	1	2	0	0	0	0	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	497.5	21.6																	0	0	6599	200	143	73	24	9	6	4	1	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	512.5	25.2																	0	0	7793	260	166	95	27	14	4	1	1	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	532.5	25.8																	0	0	8512	264	199	107	28	19	5	2	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	552.5	24.0																	0	0	7610	266	201	126	37	12	2	0	2	1	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	572.5	24.6																	0	0	7667	256	176	84	26	12	1	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	592.5	24.6																	0	0	7241	222	179	106	32	12	5	2	2	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	612.5	25.2																	0	0	7488	208	155	103	29	7	4	1	0	0	0	0	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	632.5	29.4																	0	0	8469	256	161	105	26	16	9	3	1	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	652.5	27.6																	0	0	8495	218	151	90	25	11	2	1	2	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	672.5	27.0																	0	0	7956	243	166	97	38	9	4	1	0	1	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	692.5	25.2																	0	0	7466	200	158	83	32	7	3	1	0	0	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	712.5	23.4																	0	0	6990	190	136	108	39	12	2	2	0	0	0	1	1	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	732.5	22.8																	0	0	6629	162	102	92	34	11	4	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	752.5	21.6																	0	0	6575	170	114	93	24	8	2	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	772.5	21.0																	0	0	6226	153	72	80	19	12	4	3	0	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	792.5	21.6																	0	0	6437	137	115	77	32	13	1	2	1	1	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	812.5	21.6																	0	0	6149	139	112	83	24	16	3	2	0	0	1	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	832.5	22.8																	0	0	6769	156	120	80	14	17	7	0	1	2	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	852.5	22.2																	0	0	6505	163	124	70	37	13	6	5	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	872.5	23.4																	0	0	6913	172	124	81	26	16	10	2	2	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	892.5	28.8																	0	0	8492	231	169	139	37	15	5	3	0	0	1	0	0	0	1																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	912.5	27.6																	0	0	8085	201	148	106	49	19	7	2	1	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	932.5	29.4																	0	0	8676	179	137	98	53	24	6	4	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	952.5	28.8																	0	0	8816	194	152	95	27	20	5	1	1	1	0	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	972.5	27.0																	0	0	8075	213	141	92	23	8	5	0	1	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	992.5	28.8																	0	0	8799	252	164	113	37	14	12	7	1	0	1	1	0	0	0																																																								
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05 21:20:25	-35.441	7.419	31725	1002.5	17.4																	0	0	5034	135	112	61	23	8	3	0	1	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	329.3	12.0																	0	0	3981	171	106	69	14	3	4	1	0	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	483.6	12.0																	0	0	3696	130	83	53	18	6	2	1	1	2	1	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	485.9	12.0																	0	0	3780	117	66	53	15	3	2	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	354.3	12.0																	0	0	4131	181	118	52	14	1	2	0	0	0	1	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	316.2	12.0																	0	0	4185	177	108	39	12	5	3	0	1	1	2	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	330.0	12.0																	0	0	3821	200	128	52	9	3	1	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	327.2	12.0																	0	0	3981	134	90	51	9	6	4	0	1	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	336.2	12.0																	0	0	3991	161	119	49	10	2	2	3	2	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	330.2	12.0																	0	0	3983	166	97	69	10	3	3	0	1	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	329.2	12.0																	0	0	4083	173	118	64	6	2	0	2	4	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	326.2	12.0																	0	0	4197	186	100	54	8	5	1	1	2	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	328.0	12.0																	0	0	3962	200	103	50	11	2	3	3	0	1	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	329.6	12.0																	0	0	4034	154	101	51	12	4	0	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	328.2	12.0																	0	0	4030	203	90	54	16	4	0	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	329.2	12.0																	0	0	4128	192	102	48	15	3	1	2	5	3	1	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	326.0	12.0																	0	0	4013	182	113	51	8	2	1	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	330.5	12.0																	0	0	3838	172	111	60	11	0	0	2	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	332.3	12.0																	0	0	4000	175	112	71	14	3	1	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	331.5	12.0																	0	0	3980	192	95	55	4	4	1	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	330.5	12.0																	0	0	3908	186	87	49	12	3	0	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	327.5	12.0																	0	0	4189	184	97	44	6	2	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	333.6	12.0																	0	0	3952	159	90	63	12	1	1	1	1	0	1	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	332.0	12.0																	0	0	4018	184	101	73	15	1	3	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	324.3	12.0																	0	0	4109	187	120	57	9	3	2	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	327.2	12.0																	0	0	4029	156	100	55	12	1	1	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	333.2	12.0																	0	0	4051	161	101	39	8	3	0	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-035-02-PAR	ensuse001b-035-02-PAR_000101LP_TIME_LPM.txt	2021-09-04 06:00:59	-35.441	7.419	31726	332.5	12.0																	0	0	4074	189	122	69	16	4	0	0	0	0	0	0	0	0	0																																																								
