pprojid	profileid	filename	date_time	latitude	longitude	psampleid	depth	watervolume	class01	class02	class03	class04	class05	class06	class07	class08	class09	class10	class11	class12	class13	class14	class15	class16	class18	class19	class20	class21	class22	class23	class24	class25	class26	class27	class28	class29	class30	class31	class32	class33	class34	class35	class36	class37	class38	class39	class40	class41	class42	class43	class44	class45	biovol01	biovol02	biovol03	biovol04	biovol05	biovol06	biovol07	biovol08	biovol09	biovol10	biovol11	biovol12	biovol13	biovol14	biovol15	biovol16	biovol17	biovol18	biovol19	biovol20	biovol21	biovol22	biovol23	biovol24	biovol25	biovol26	biovol27	biovol28	biovol29	biovol30	biovol31	biovol32	biovol33	biovol34	biovol35	biovol36	biovol37	biovol38	biovol39	biovol40	biovol41	biovol42	biovol43	biovol44	biovol45
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	327.5	22.8																	0	0	7137	170	82	27	13	4	1	1	0	0	0	0	1	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	337.5	22.2																	0	0	6914	166	71	36	11	4	3	2	0	1	1	1	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	347.5	23.4																	0	0	7468	176	108	33	8	2	1	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	357.5	22.8																	0	0	7275	211	95	41	13	5	2	1	1	0	2	1	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	367.5	22.2																	0	0	6964	138	67	36	9	8	0	4	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	377.5	22.8																	0	0	6784	173	84	48	6	3	2	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	387.5	24.0																	0	0	7748	202	91	34	9	8	4	1	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	397.5	22.8																	0	0	7170	202	127	48	13	4	4	1	1	0	0	2	3	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	407.5	22.2																	0	0	7097	198	100	33	11	10	2	2	2	1	2	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	417.5	22.2																	0	0	7237	206	127	55	16	2	3	2	1	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	427.5	21.6																	0	0	6818	232	128	51	14	5	7	2	2	0	1	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	437.5	21.6																	0	0	7182	232	131	60	17	6	1	0	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	447.5	22.2																	0	0	7256	227	148	65	11	2	4	0	0	1	2	0	1	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	457.5	22.2																	0	0	7434	263	140	82	12	4	5	3	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	467.5	21.6																	0	0	7079	251	143	80	24	5	2	2	0	1	0	2	2	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	477.5	21.6																	0	0	7066	241	166	65	18	9	4	1	1	0	0	1	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	487.5	22.2																	0	0	7143	257	165	89	21	11	1	3	1	1	0	0	0	1	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	497.5	22.2																	0	0	7159	248	169	84	24	7	6	0	0	1	0	1	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	512.5	28.2																	0	0	9167	305	217	119	25	12	4	2	2	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	532.5	28.2																	0	0	8978	307	184	121	33	6	4	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	552.5	25.8																	0	0	8100	238	194	122	32	19	8	2	2	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	572.5	27.6																	0	0	8533	263	179	113	28	15	6	3	3	1	0	1	0	0	0																																																								
356	ensuse001b-021-04-ASC	ensuse001b-021-04-ASC_000101LP_DEPTH_LPM.txt	2021-06-05 01:49:10	-33.478	12.078	30384	587.5	29.4																	0	0	9339	287	187	118	42	7	7	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	327.8	12.0																	0	0	3660	68	40	16	8	0	2	0	1	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	382.3	12.0																	0	0	3826	107	50	29	5	0	0	2	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	4029	106	71	33	8	3	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	400.8	12.0																	0	0	3630	98	72	46	11	3	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	340.3	12.0																	0	0	3641	59	21	10	7	2	2	0	0	1	1	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	326.1	12.0																	0	0	3796	87	40	13	8	1	2	0	1	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	317.6	12.0																	0	0	3644	77	38	16	0	2	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	311.8	12.0																	0	0	3621	77	33	9	3	5	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	307.3	12.0																	0	0	3712	66	30	24	3	4	4	1	2	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	306.5	12.0																	0	0	3622	62	41	11	7	3	2	2	1	1	0	1	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	301.1	12.0																	0	0	3654	69	32	26	8	4	0	1	0	6	2	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	350.8	12.0																	0	0	3776	96	45	20	1	0	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	385.4	12.0																	0	0	4014	107	64	32	3	1	3	2	1	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	395.1	12.0																	0	0	3787	110	82	24	2	0	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	401.1	12.0																	0	0	3776	115	69	33	6	1	1	0	0	2	0	1	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	402.1	12.0																	0	0	3791	122	66	38	1	2	1	1	3	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	294.4	12.0																	0	0	3430	60	30	6	6	0	0	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	368.3	12.0																	0	0	3825	102	60	16	2	1	2	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	270.1	12.0																	0	0	3681	81	45	22	2	3	1	1	0	0	0	0	0	1	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3270	46	16	15	2	1	1	1	0	1	0	0	1	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3542	80	31	9	3	2	0	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3664	52	42	11	4	0	1	0	0	0	1	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3732	93	36	19	1	2	0	2	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3622	101	40	23	6	2	1	0	1	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3623	92	54	18	3	2	0	0	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3779	111	71	38	11	4	2	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3664	82	43	19	7	1	1	2	1	0	1	0	0	0	1																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3769	95	41	18	3	1	3	1	0	0	0	1	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3838	117	61	21	6	3	0	0	1	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3766	97	50	31	8	1	0	0	0	0	1	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3827	120	58	22	5	2	3	1	4	1	2	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3776	93	46	23	8	1	2	1	1	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3646	86	43	21	4	5	0	1	0	2	0	1	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	207.2	12.0																	0	0	3626	81	53	15	2	2	0	2	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3793	101	55	24	1	2	1	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3791	99	63	11	3	1	0	1	0	2	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3883	98	43	11	3	2	0	1	3	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3842	101	44	28	6	3	1	0	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3798	104	40	30	1	1	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3817	114	51	28	6	1	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3819	102	58	28	1	2	2	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3767	101	57	22	3	3	1	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3534	93	51	25	1	4	2	0	2	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3908	112	48	20	2	0	1	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3751	79	49	27	2	1	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3500	80	42	24	8	3	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3691	95	55	17	3	0	2	0	0	0	2	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3733	95	52	20	7	0	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	396.2	12.0																	0	0	3821	99	56	25	7	2	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	394.3	12.0																	0	0	3824	109	42	32	3	2	1	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	395.9	12.0																	0	0	3615	79	45	31	2	3	1	1	0	0	1	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	218.9	12.0																	0	0	3425	81	27	17	4	2	5	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	218.9	12.0																	0	0	3580	90	41	22	4	0	1	1	0	0	1	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	366.7	12.0																	0	0	3672	77	34	23	4	2	1	2	0	0	2	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	326.4	12.0																	0	0	3846	76	40	20	8	0	2	0	0	2	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	212.4	12.0																	0	0	3270	59	43	6	7	5	0	1	1	1	1	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	265.2	12.0																	0	0	3528	77	32	7	2	4	1	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	353.5	12.0																	0	0	3644	75	34	5	3	3	2	0	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	364.8	12.0																	0	0	3549	75	39	12	4	3	1	2	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	381.7	12.0																	0	0	3765	76	31	17	4	1	0	1	0	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	380.3	12.0																	0	0	3732	110	57	13	7	3	1	0	2	1	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	384.3	12.0																	0	0	3755	81	58	26	3	3	0	1	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-04-PAR	ensuse001b-021-04-PAR_000101LP_TIME_LPM.txt	2021-06-03 13:24:10	-33.478	12.078	30385	382.2	12.0																	0	0	3709	92	53	16	3	3	0	0	1	0	0	0	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	2.5	0.0																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	7.5	20.4																	0	0	9302	369	281	183	81	52	40	16	11	5	4	3	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	12.5	17.4																	0	0	6210	307	260	191	51	39	19	11	1	3	0	0	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	17.5	18.6																	0	0	6190	309	297	222	143	80	36	8	3	3	2	1	0	1	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	22.5	19.2																	0	0	6099	270	217	227	117	75	41	14	11	1	2	1	1	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	27.5	18.0																	0	0	5578	243	174	143	63	58	37	11	8	3	0	0	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	32.5	19.2																	0	0	5779	273	200	156	75	47	31	11	4	1	0	1	1	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	37.5	16.8																	0	0	4963	257	154	112	60	35	26	11	4	2	1	1	0	0	1																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	42.5	18.6																	0	0	5505	266	179	126	46	31	19	13	3	3	0	1	0	2	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	47.5	17.4																	0	0	4919	250	185	119	54	42	25	7	7	2	0	1	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	52.5	17.4																	0	0	5118	240	179	119	53	31	24	7	3	3	1	1	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	57.5	16.2																	0	0	4600	247	152	130	31	29	14	2	4	3	0	1	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	62.5	16.8																	0	0	4688	207	155	125	35	22	14	8	4	1	1	0	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	67.5	18.6																	0	0	5325	232	163	111	53	28	21	11	5	1	1	1	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	72.5	18.6																	0	0	5235	225	194	112	45	24	22	8	6	0	0	0	0	1	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	77.5	19.8																	0	0	5387	262	181	150	49	27	21	7	4	1	2	0	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	82.5	24.0																	0	0	6695	340	215	157	65	48	36	10	10	10	0	1	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	87.5	64.2																	0	0	17457	776	577	352	179	93	55	22	10	10	1	2	3	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	92.5	23.4																	0	0	6515	224	136	81	31	11	12	12	2	0	0	3	2	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	97.5	10.2																	0	0	2720	92	52	23	9	3	6	1	1	1	1	0	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	107.5	15.0																	0	0	4681	126	77	35	12	5	8	1	1	0	1	1	0	0	1																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	117.5	13.2																	0	0	3977	112	45	27	3	3	2	0	0	1	0	1	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	127.5	12.6																	0	0	3729	82	47	24	8	1	2	1	2	1	1	0	0	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	137.5	13.8																	0	0	4353	97	48	25	7	1	2	2	0	0	1	0	1	0	0																																																								
356	ensuse001b-021-05-ASC	ensuse001b-021-05-ASC_000101LP_DEPTH_LPM.txt	2021-06-08 11:51:13	-33.12	11.896	30386	147.5	16.2																	0	0	4678	89	55	24	9	3	1	2	0	0	0	0	0	0	0																																																								
