RAWfilename	Latitude	Longitude	Date_Time	Pressure [dbar]	Vol [L] (sampled for this depth bin)	Flux_mgC_m2	Flux_mgC_m2_from0.1200sizeclass_eta0.62_b66	Flux_mgC_m2_from0.0254sizeclass_eta0.62_b132	Flux_mgC_m2_from0.0254sizeclass_eta0.62_b66	Flux_MiP_mgC_m2	Flux_MaP_mgC_m2	Flux_MiP_mgC_m2_from0.1200sizeclass_eta0.62_b66	Flux_MaP_mgC_m2_eta0.62_b66	Flux_MiP_mgC_m2_from0.0254sizeclass_eta0.62_b132	Flux_MiP_mgC_m2_from0.0254sizeclass_eta0.62_b66	MiP_abun	MaP_abun	Mip_POC_cont_mgC_m3	Map_POC_cont_mgC_m3	Mip_POC_cont_mgC_m3_extendendTo0.0254sizeclass	Respi_nmolO2_l_h	Respi_Iversen_nmolO2_l_h	Respi_Reminer_kRemPoc0013_nmolO2_l_h	Respi_Reminer_kRemPoc0003_nmolO2_l_h	Respi_Reminer_kRemPoc0031_nmolO2_l_h	Respi_Reminer_kRemPoc0100_nmolO2_l_h	Respi_Reminer_kRemPoc0500_nmolO2_l_h	Respi_nmolO2_l_h_from0.0254sizeclass	Respi_Iversen_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0013_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0003_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0031_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0100_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0500_nmolO2_l_h_from0.0254sizeclass
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	277.5	21.6	5.8548	2.9274	37.426	18.713	5.1631	0.0	2.5816	0.0	36.735	18.367	33.379	0.0	0.75117	0.0	10.357	0.92856	0.92856	0.060449	0.01395	0.14415	0.46499	2.325	9.6382	9.6382	0.94943	0.2191	2.264	7.3033	36.517
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	287.5	22.2	5.0431	2.5215	160.8	80.401	5.0431	0.0	2.5215	0.0	160.8	80.401	32.883	0.0	0.73904	0.0	60.985	0.86338	0.86338	0.056855	0.01312	0.13558	0.43734	2.1867	54.173	54.173	5.6321	1.2997	13.43	43.324	216.62
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	297.5	22.8	5.8528	2.9264	36.987	18.493	5.1193	0.73345	2.5597	0.36673	36.253	18.127	33.114	0.087719	0.74483	0.027951	10.414	0.89419	0.89419	0.05687	0.013124	0.13561	0.43746	2.1873	9.4046	9.4046	0.90981	0.20996	2.1696	6.9986	34.993
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	307.5	22.2	5.9752	2.9876	40.93	20.465	5.222	0.75328	2.611	0.37664	40.176	20.088	34.279	0.09009	0.76177	0.028707	11.985	0.90129	0.90129	0.057031	0.013161	0.136	0.4387	2.1935	10.638	10.638	1.0276	0.23714	2.4505	7.9048	39.524
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	317.5	22.2	6.2179	3.1089	106.86	53.428	5.9936	0.0	2.9968	0.0	106.63	53.316	35.63	0.0	0.82842	0.0	37.395	0.94658	0.94658	0.059451	0.013719	0.14177	0.45731	2.2866	32.118	32.118	3.1851	0.73503	7.5953	24.501	122.5
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	327.5	21.0	5.3593	2.6796	116.21	58.105	5.3593	0.0	2.6796	0.0	116.21	58.105	32.048	0.0	0.74364	0.0	41.968	0.82196	0.82196	0.0511	0.011792	0.12185	0.39307	1.9654	35.26	35.26	3.4634	0.79924	8.2588	26.641	133.21
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	337.5	22.2	6.1444	3.0722	27.339	13.669	5.5162	0.62821	2.7581	0.3141	26.71	13.355	33.288	0.045045	0.76314	0.02078	6.7693	0.85899	0.85899	0.052394	0.012091	0.12494	0.40303	2.0152	5.908	5.908	0.5312	0.12258	1.2667	4.0862	20.431
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	347.5	24.0	6.0228	3.0114	30.44	15.22	5.4417	0.5811	2.7208	0.29055	29.859	14.929	33.833	0.041667	0.77159	0.019221	7.8526	0.85624	0.85624	0.051555	0.011897	0.12294	0.39658	1.9829	6.7152	6.7152	0.60333	0.13923	1.4387	4.641	23.205
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	357.5	23.4	5.8876	2.9438	124.81	62.407	5.6748	0.0	2.8374	0.0	124.6	62.301	33.034	0.0	0.77226	0.0	45.468	0.82866	0.82866	0.049523	0.011428	0.11809	0.38095	1.9047	36.529	36.529	3.4676	0.80021	8.2689	26.674	133.37
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	367.5	21.6	6.7704	3.3852	39.498	19.749	5.9221	0.3871	2.9611	0.19355	38.65	19.325	29.259	0.046296	0.72768	0.014752	11.008	0.81449	0.81449	0.046753	0.010789	0.11149	0.35964	1.7982	9.0485	9.0485	0.80909	0.18671	1.9294	6.2238	31.119
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	377.5	22.2	4.9409	2.4704	150.92	75.461	4.9409	0.0	2.4704	0.0	150.92	75.461	28.514	0.0	0.66499	0.0	57.45	0.68696	0.68696	0.040562	0.0093605	0.096725	0.31202	1.5601	44.933	44.933	4.219	0.97361	10.061	32.454	162.27
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	387.5	25.2	8.673	4.3365	18.899	9.4494	6.4362	2.2368	3.2181	1.1184	16.662	8.331	30.833	0.11905	0.77162	0.06426	3.1282	0.89125	0.89125	0.048821	0.011266	0.11642	0.37555	1.8777	2.7809	2.7809	0.21461	0.049525	0.51176	1.6508	8.2542
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	397.5	24.0	9.1943	4.5972	16.87	8.4349	6.2166	2.7702	3.1083	1.3851	13.892	6.946	30.041	0.041667	0.75169	0.059473	2.3163	0.87969	0.87969	0.047161	0.010883	0.11246	0.36278	1.8139	2.1337	2.1337	0.15568	0.035925	0.37123	1.1975	5.9875
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	407.5	22.2	7.4302	3.7151	26.174	13.087	5.9766	1.0048	2.9883	0.50242	24.72	12.36	29.144	0.09009	0.72667	0.035133	5.9769	0.81886	0.81886	0.045537	0.010509	0.10859	0.35028	1.7514	4.9557	4.9557	0.41482	0.095727	0.98918	3.1909	15.954
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	417.5	22.2	5.1913	2.5957	99.805	49.902	5.1913	0.0	2.5957	0.0	99.805	49.902	24.234	0.0	0.61512	0.0	36.192	0.62769	0.62769	0.035774	0.0082555	0.085307	0.27518	1.3759	27.81	27.81	2.5443	0.58714	6.0671	19.571	97.856
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	427.5	21.0	5.1097	2.5548	24.961	12.48	5.1097	0.0	2.5548	0.0	24.961	12.48	20.905	0.0	0.56093	0.0	6.5647	0.57202	0.57202	0.031612	0.0072951	0.075382	0.24317	1.2158	5.1836	5.1836	0.44022	0.10159	1.0498	3.3863	16.932
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	437.5	22.2	5.22	2.61	24.912	12.456	4.9957	0.0	2.4979	0.0	24.688	12.344	18.559	0.0	0.5207	0.0	6.6194	0.53944	0.53944	0.029094	0.006714	0.069378	0.2238	1.119	5.162	5.162	0.43559	0.10052	1.0387	3.3507	16.753
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	447.5	21.6	5.3497	2.6749	20.701	10.351	4.732	0.3871	2.366	0.19355	20.083	10.042	19.12	0.046296	0.51859	0.014752	4.9591	0.54913	0.54913	0.029103	0.0067161	0.0694	0.22387	1.1194	3.8922	3.8922	0.31798	0.073381	0.75827	2.446	12.23
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	457.5	22.2	4.5827	2.2913	16.424	8.2119	3.9096	0.0	1.9548	0.0	15.751	7.8754	18.874	0.0	0.47311	0.0	3.7247	0.50196	0.50196	0.026888	0.006205	0.064118	0.20683	1.0342	2.9466	2.9466	0.23673	0.054629	0.5645	1.821	9.1048
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	467.5	21.6	4.3101	2.1551	25.805	12.903	3.923	0.3871	1.9615	0.19355	25.418	12.709	19.769	0.046296	0.49065	0.014752	7.2291	0.49625	0.49625	0.02687	0.0062007	0.064074	0.20669	1.0335	5.477	5.477	0.45937	0.10601	1.0954	3.5336	17.668
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	477.5	21.6	5.1365	2.5683	17.674	8.8369	4.6754	0.0	2.3377	0.0	17.213	8.6064	20.046	0.0	0.52802	0.0	3.9181	0.54282	0.54282	0.028569	0.0065927	0.068125	0.21976	1.0988	3.0643	3.0643	0.24203	0.055852	0.57714	1.8617	9.3087
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	487.5	22.2	5.1015	2.5508	35.561	17.78	5.1015	0.0	2.5508	0.0	35.561	17.78	23.919	0.0	0.6081	0.0	10.294	0.58709	0.58709	0.031537	0.0072778	0.075204	0.24259	1.213	7.6404	7.6404	0.63744	0.1471	1.52	4.9034	24.517
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	497.5	23.4	5.9713	2.9857	24.972	12.486	5.5456	0.0	2.7728	0.0	24.546	12.273	24.787	0.0	0.64089	0.0	6.0818	0.6343	0.6343	0.033092	0.0076367	0.078913	0.25456	1.2728	4.5712	4.5712	0.3627	0.083699	0.86489	2.79	13.95
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	512.5	27.6	5.6633	2.8316	31.532	15.766	5.1799	0.30295	2.5899	0.15148	31.049	15.524	23.659	0.036232	0.60561	0.011545	8.6473	0.58754	0.58754	0.030245	0.0069795	0.072122	0.23265	1.1633	6.2502	6.2502	0.50134	0.11569	1.1955	3.8565	19.282
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	532.5	28.2	10.266	5.1332	15.286	7.6428	5.3137	4.776	2.6568	2.388	10.333	5.1665	23.511	0.070922	0.61388	0.097262	1.5595	0.72776	0.72776	0.034123	0.0078746	0.081371	0.26249	1.3124	1.4212	1.4212	0.089111	0.020564	0.2125	0.68547	3.4274
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	552.5	28.2	5.3066	2.6533	29.014	14.507	4.9533	0.0	2.4767	0.0	28.661	14.331	23.546	0.0	0.59289	0.0	7.8972	0.56952	0.56952	0.029566	0.0068229	0.070504	0.22743	1.1372	5.7186	5.7186	0.458	0.10569	1.0922	3.5231	17.616
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	572.5	27.0	6.1522	3.0761	25.187	12.594	5.4512	0.51652	2.7256	0.25826	24.486	12.243	23.259	0.037037	0.6131	0.017085	6.2608	0.59632	0.59632	0.030178	0.0069642	0.071964	0.23214	1.1607	4.5465	4.5465	0.3536	0.0816	0.8432	2.72	13.6
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	592.5	25.8	5.2909	2.6455	31.018	15.509	4.9668	0.32409	2.4834	0.16204	30.694	15.347	22.326	0.03876	0.57573	0.012351	8.6942	0.533	0.533	0.026862	0.006199	0.064056	0.20663	1.0332	6.0594	6.0594	0.47532	0.10969	1.1335	3.6563	18.282
ensuse001b-035-01-ASC_000101LP_DEPTH_LPM.txt	-35.512	6.606	2021-09-02T22:26:01	612.5	44.4	4.9756	2.4878	20.943	10.472	4.5493	0.31411	2.2747	0.15705	20.517	10.258	18.288	0.022523	0.49769	0.01039	5.2051	0.46631	0.46631	0.022779	0.0052568	0.05432	0.17523	0.87613	3.6538	3.6538	0.27674	0.063864	0.65993	2.1288	10.644
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	328.4	12.0	9.1118	4.5559	37.564	18.782	6.7418	1.9549	3.3709	0.97746	35.194	17.597	36.666	0.083333	0.87399	0.055995	4.4986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	440.5	12.0	9.2013	4.6007	36.092	18.046	5.156	4.0453	2.578	2.0226	32.047	16.023	25.583	0.33333	0.63549	0.13566	4.1289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	343.1	12.0	7.5116	3.7558	35.653	17.826	6.3494	1.1622	3.1747	0.58109	34.491	17.245	32.167	0.083333	0.79249	0.038442	4.408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	251.3	12.0	10.217	5.1083	40.117	20.058	6.466	2.0904	3.233	1.0452	36.366	18.183	30.166	0.25	0.76041	0.079661	4.6173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	392.5	12.0	7.368	3.684	34.21	17.105	6.2562	0.69678	3.1281	0.34839	33.098	16.549	28.75	0.083333	0.72883	0.026554	4.2048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	433.8	12.0	9.9351	4.9675	38.646	19.323	7.2964	1.3936	3.6482	0.6968	36.007	18.003	33.166	0.16667	0.85591	0.053109	4.5439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	378.6	12.0	6.6166	3.3083	39.126	19.563	5.9199	0.69678	2.9599	0.34839	38.429	19.214	35.417	0.083333	0.8166	0.026554	4.9663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	378.6	12.0	8.8096	4.4048	38.005	19.002	5.4237	2.5558	2.7119	1.2779	34.619	17.309	30.166	0.25	0.71071	0.091551	4.4933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	385.5	12.0	7.3185	3.6592	35.882	17.941	5.9249	1.3936	2.9624	0.6968	34.489	17.244	30.333	0.16667	0.74378	0.053109	4.4207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	403.0	12.0	6.3404	3.1702	33.975	16.988	5.6436	0.69678	2.8218	0.34839	33.278	16.639	28.417	0.083333	0.6995	0.026554	4.2957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	393.3	12.0	8.743	4.3715	36.897	18.448	6.0539	1.859	3.027	0.92948	34.207	17.104	28.333	0.16667	0.71565	0.064996	4.3697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	241.3	12.0	6.3705	3.1853	36.883	18.441	6.3705	0.0	3.1853	0.0	36.883	18.441	35.083	0.0	0.83571	0.0	4.7357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	297.9	12.0	9.1681	4.5841	39.872	19.936	6.7982	1.9549	3.3991	0.97746	37.502	18.751	36.5	0.083333	0.88005	0.055995	4.7819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	356.8	12.0	8.9515	4.4758	35.843	17.921	6.5816	1.9549	3.2908	0.97746	33.473	16.737	30.0	0.083333	0.77309	0.055995	4.2297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	390.6	12.0	8.4359	4.218	35.419	17.709	5.8801	2.5558	2.9401	1.2779	32.863	16.431	26.583	0.25	0.68228	0.091551	4.216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	391.6	12.0	6.2092	3.1046	33.044	16.522	5.7942	0.0	2.8971	0.0	32.629	16.315	27.25	0.0	0.68455	0.0	4.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	6.2682	3.1341	31.146	15.573	6.2682	0.0	3.1341	0.0	31.146	15.573	23.833	0.0	0.661	0.0	3.9332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	6.1412	3.0706	37.036	18.518	6.1412	0.0	3.0706	0.0	37.036	18.518	32.584	0.0	0.78389	0.0	4.7629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	9.0929	4.5464	35.617	17.809	6.4412	2.6517	3.2206	1.3259	32.965	16.483	30.666	0.16667	0.77933	0.082549	4.1699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	8.2667	4.1333	39.263	19.632	5.9927	1.859	2.9963	0.92948	36.989	18.495	34.083	0.16667	0.79915	0.064996	4.7845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	6.0773	3.0386	33.423	16.711	6.0773	0.0	3.0386	0.0	33.423	16.711	28.834	0.0	0.73011	0.0	4.2786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	6.565	3.2825	33.906	16.953	6.565	0.0	3.2825	0.0	33.906	16.953	29.5	0.0	0.76434	0.0	4.3184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	6.1487	3.0744	35.979	17.989	6.1487	0.0	3.0744	0.0	35.979	17.989	34.917	0.0	0.82485	0.0	4.623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	5.6624	2.8312	36.696	18.348	5.2474	0.0	2.6237	0.0	36.281	18.141	31.167	0.0	0.71925	0.0	4.7313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	5.2325	2.6162	34.589	17.295	5.2325	0.0	2.6162	0.0	34.589	17.295	34.5	0.0	0.7718	0.0	4.4892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	9.728	4.864	37.49	18.745	5.3637	3.9493	2.6818	1.9746	33.126	16.563	31.167	0.41666	0.72506	0.14466	4.2836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	6.0335	3.0168	33.414	16.707	4.8713	1.1622	2.4357	0.58109	32.252	16.126	29.416	0.083333	0.67607	0.038442	4.1988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	5.1546	2.5773	32.479	16.24	4.7396	0.0	2.3698	0.0	32.064	16.032	25.084	0.0	0.60486	0.0	4.1598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	8.7203	4.3601	36.081	18.04	5.6991	3.0212	2.8495	1.5106	33.06	16.53	27.166	0.25	0.68286	0.10344	4.2396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	12.738	6.3688	39.523	19.761	6.6954	6.0423	3.3477	3.0211	33.481	16.74	30.333	0.5	0.77996	0.20688	4.2404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	10.64	5.3202	38.045	19.023	7.1565	3.4839	3.5782	1.742	34.562	17.281	30.334	0.41667	0.80148	0.13277	4.3583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	6.5473	3.2737	34.287	17.144	5.3851	1.1622	2.6926	0.58109	33.125	16.563	28.166	0.083333	0.68605	0.038442	4.2676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	12.738	6.3691	39.029	19.515	4.8044	6.2737	2.4022	3.1368	31.095	15.548	26.833	0.58333	0.63336	0.22154	4.0102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	8.1451	4.0726	35.582	17.791	6.2032	0.69678	3.1016	0.34839	33.641	16.82	28.0	0.083333	0.71801	0.026554	4.2931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	9.5937	4.7969	36.383	18.192	6.3412	3.2525	3.1706	1.6263	33.131	16.565	30.333	0.33333	0.75749	0.1181	4.2124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	11.619	5.8095	39.067	19.533	6.0924	5.1115	3.0462	2.5558	33.54	16.77	31.166	0.5	0.76318	0.1831	4.2859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	15.093	7.5467	41.848	20.924	5.8248	9.2687	2.9124	4.6343	32.58	16.29	22.666	0.083333	0.63244	0.17257	4.1424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	11.469	5.7344	38.558	19.279	5.6169	4.6067	2.8084	2.3034	32.706	16.353	25.75	0.25	0.6574	0.13855	4.2013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	6.499	3.2495	32.792	16.396	6.499	0.0	3.2495	0.0	32.792	16.396	29.583	0.0	0.76075	0.0	4.1532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-035-01-PAR_000101LP_TIME_LPM.txt	-35.512	6.606	2021-09-01T10:02:56	398.5	12.0	5.884	2.942	32.509	16.254	5.469	0.0	2.7345	0.0	32.094	16.047	27.167	0.0	0.66923	0.0	4.1259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
