RAWfilename	Latitude	Longitude	Date_Time	Pressure [dbar]	Vol [L] (sampled for this depth bin)	Flux_mgC_m2	Flux_mgC_m2_from0.1200sizeclass_eta0.62_b66	Flux_mgC_m2_from0.0254sizeclass_eta0.62_b132	Flux_mgC_m2_from0.0254sizeclass_eta0.62_b66	Flux_MiP_mgC_m2	Flux_MaP_mgC_m2	Flux_MiP_mgC_m2_from0.1200sizeclass_eta0.62_b66	Flux_MaP_mgC_m2_eta0.62_b66	Flux_MiP_mgC_m2_from0.0254sizeclass_eta0.62_b132	Flux_MiP_mgC_m2_from0.0254sizeclass_eta0.62_b66	MiP_abun	MaP_abun	Mip_POC_cont_mgC_m3	Map_POC_cont_mgC_m3	Mip_POC_cont_mgC_m3_extendendTo0.0254sizeclass	Respi_nmolO2_l_h	Respi_Iversen_nmolO2_l_h	Respi_Reminer_kRemPoc0013_nmolO2_l_h	Respi_Reminer_kRemPoc0003_nmolO2_l_h	Respi_Reminer_kRemPoc0031_nmolO2_l_h	Respi_Reminer_kRemPoc0100_nmolO2_l_h	Respi_Reminer_kRemPoc0500_nmolO2_l_h	Respi_nmolO2_l_h_from0.0254sizeclass	Respi_Iversen_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0013_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0003_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0031_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0100_nmolO2_l_h_from0.0254sizeclass	Respi_Reminer_kRemPoc0500_nmolO2_l_h_from0.0254sizeclass
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	375.0	12.0	23.74	11.87	51.428	25.714	7.1097	15.8	3.5548	7.8999	34.799	17.399	30.083	1.5	0.79481	0.56119	4.3616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	374.4	12.0	23.104	11.552	49.132	24.566	3.8566	19.247	1.9283	9.6235	29.885	14.943	23.25	1.5	0.53454	0.64385	3.9196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	374.2	12.0	6.0984	3.0492	33.568	16.784	4.2394	1.859	2.1197	0.92948	31.709	15.854	25.333	0.16667	0.58628	0.064996	4.1458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	373.6	12.0	9.1041	4.5521	37.161	18.58	4.3725	3.4865	2.1862	1.7433	32.429	16.215	26.75	0.25	0.61461	0.11533	4.243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	379.7	12.0	11.552	5.7758	39.21	19.605	4.6336	5.6729	2.3168	2.8365	32.292	16.146	25.667	0.41667	0.6146	0.18599	4.1879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	377.5	12.0	14.573	7.2867	41.5	20.75	6.2245	6.2737	3.1122	3.1368	33.151	16.576	27.834	0.58333	0.72014	0.22154	4.1924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	378.2	12.0	13.759	6.8796	40.186	20.093	3.8154	9.5288	1.9077	4.7644	30.242	15.121	22.25	0.75	0.51144	0.3222	3.9884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	377.1	12.0	19.548	9.7738	46.882	23.441	5.1889	13.944	2.5945	6.9718	32.523	16.262	28.083	1.1667	0.67084	0.47875	4.1963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	377.3	12.0	7.6215	3.8108	34.96	17.48	4.9828	1.3936	2.4914	0.6968	32.321	16.16	25.25	0.16667	0.6184	0.053109	4.1659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	378.2	12.0	10.488	5.244	37.298	18.649	6.4875	4.0005	3.2438	2.0002	33.297	16.649	28.75	0.16667	0.74765	0.10839	4.2053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-036-01-PAR_000101LP_TIME_LPM.txt	-35.417	7.119	2021-09-07T09:33:30	377.2	12.0	5.6803	2.8401	33.525	16.762	4.8502	0.0	2.4251	0.0	32.695	16.347	24.583	0.0	0.59832	0.0	4.2542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	7.5	18.6	31.833	15.917	53.203	26.602	19.212	11.015	9.606	5.5073	40.582	20.291	56.56	0.53763	1.7894	0.30859	6.8525	5.4301	5.4301	0.50813	0.11726	1.2117	3.9087	19.544	14.42	14.42	1.9894	0.4591	4.744	15.303	76.516
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	12.5	16.8	29.097	14.548	47.344	23.672	17.192	9.2368	8.5961	4.6184	35.439	17.72	54.88	0.59525	1.6714	0.29078	5.7956	5.1686	5.1686	0.48892	0.11283	1.1659	3.761	18.805	12.516	12.516	1.6927	0.39062	4.0364	13.021	65.104
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	17.5	19.2	23.389	11.695	42.986	21.493	15.696	6.6556	7.848	3.3278	35.293	17.646	51.093	0.46875	1.5421	0.21589	6.2064	4.4157	4.4157	0.42788	0.098741	1.0203	3.2914	16.457	12.684	12.684	1.7937	0.41394	4.2773	13.798	68.989
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	22.5	17.4	23.186	11.593	49.382	24.691	16.939	5.6749	8.4693	2.8374	43.134	21.567	54.712	0.45977	1.6499	0.1914	8.3278	4.5305	4.5305	0.44508	0.10271	1.0613	3.4237	17.118	16.307	16.307	2.4077	0.55563	5.7415	18.521	92.605
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	27.5	17.4	30.91	15.455	44.422	22.211	17.135	11.199	8.5673	5.5997	30.647	15.323	52.586	0.51724	1.625	0.29011	4.4114	5.1079	5.1079	0.47445	0.10949	1.1314	3.6496	18.248	10.109	10.109	1.2846	0.29644	3.0632	9.8814	49.407
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	32.5	16.8	24.832	12.416	51.432	25.716	18.466	5.1808	9.2328	2.5904	45.065	22.533	56.785	0.35715	1.7564	0.16178	8.4196	4.8019	4.8019	0.469	0.10823	1.1184	3.6077	18.038	16.571	16.571	2.4265	0.55997	5.7863	18.666	93.328
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	37.5	15.6	31.514	15.757	52.127	26.063	18.659	10.301	9.3297	5.1505	39.272	19.636	54.23	0.70513	1.7315	0.32644	6.54	5.4443	5.4443	0.50779	0.11718	1.2109	3.9061	19.53	14.0	14.0	1.914	0.4417	4.5642	14.723	73.616
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	42.5	17.4	25.904	12.952	49.093	24.547	16.749	7.1518	8.3743	3.5759	39.938	19.969	54.713	0.45977	1.6388	0.22133	7.2912	4.7941	4.7941	0.4615	0.1065	1.1005	3.55	17.75	14.803	14.803	2.1199	0.4892	5.0551	16.307	81.533
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	47.5	17.4	22.144	11.072	45.144	22.572	15.137	5.2896	7.5684	2.6448	38.137	19.068	51.438	0.4023	1.5181	0.17739	7.1926	4.3157	4.3157	0.42178	0.097335	1.0058	3.2445	16.222	14.346	14.346	2.0888	0.48202	4.9809	16.067	80.337
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	52.5	17.4	23.755	11.878	46.244	23.122	16.042	5.9959	8.021	2.9979	38.531	19.265	51.667	0.45977	1.5671	0.1996	7.0414	4.5157	4.5157	0.43721	0.1009	1.0426	3.3632	16.816	14.21	14.21	2.0436	0.47161	4.8733	15.72	78.601
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	57.5	17.4	29.987	14.994	48.034	24.017	19.754	7.3714	9.8769	3.6857	37.8	18.9	56.725	0.68966	1.8308	0.26075	5.7532	5.4956	5.4956	0.52228	0.12053	1.2454	4.0175	20.088	12.514	12.514	1.6658	0.38442	3.9723	12.814	64.069
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	62.5	19.2	26.426	13.213	47.562	23.781	16.709	7.9021	8.3543	3.951	37.844	18.922	53.074	0.67708	1.617	0.2713	6.6589	4.8592	4.8592	0.46512	0.10733	1.1091	3.5778	17.889	13.811	13.811	1.9425	0.44828	4.6322	14.943	74.713
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	67.5	18.0	35.517	17.759	51.334	25.667	18.913	14.114	9.4566	7.0569	34.73	17.365	55.61	0.61111	1.7635	0.36856	5.1388	5.7003	5.7003	0.52169	0.12039	1.244	4.013	20.065	11.746	11.746	1.5053	0.34738	3.5896	11.579	57.897
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	72.5	18.6	22.862	11.431	53.754	26.877	18.193	3.598	9.0965	1.799	49.085	24.543	57.15	0.32258	1.7574	0.1258	9.8514	4.6485	4.6485	0.46285	0.10681	1.1037	3.5604	17.802	18.905	18.905	2.8475	0.65712	6.7902	21.904	109.52
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	77.5	18.0	24.593	12.297	50.947	25.473	17.447	5.4858	8.7236	2.7429	43.801	21.9	54.334	0.44445	1.6803	0.18503	8.3393	4.7276	4.7276	0.46054	0.10628	1.0982	3.5426	17.713	16.486	16.486	2.4154	0.5574	5.7598	18.58	92.9
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	82.5	19.2	16.498	8.2492	59.0	29.5	15.285	0.43549	7.6424	0.21774	57.786	28.893	47.708	0.052083	1.462	0.016596	13.909	3.5695	3.5695	0.36153	0.083429	0.8621	2.781	13.905	25.137	25.137	4.0099	0.92537	9.5621	30.846	154.23
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	87.5	18.6	14.913	7.4564	41.006	20.503	11.562	2.5479	5.7808	1.274	37.655	18.827	42.742	0.26881	1.2131	0.093326	8.2426	3.1773	3.1773	0.31906	0.07363	0.76085	2.4543	12.272	15.412	15.412	2.3658	0.54596	5.6416	18.199	90.994
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	92.5	20.4	14.373	7.1864	28.825	14.412	10.78	1.6395	5.3901	0.81975	25.232	12.616	37.206	0.19608	1.0889	0.06248	4.419	2.9368	2.9368	0.2881	0.066483	0.687	2.2161	11.081	8.7614	8.7614	1.236	0.28524	2.9474	9.5079	47.539
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	97.5	28.8	8.2212	4.1106	31.917	15.958	6.8105	1.0649	3.4052	0.53244	30.506	15.253	31.736	0.10417	0.80903	0.038146	7.567	1.9229	1.9229	0.1941	0.044793	0.46286	1.4931	7.4655	13.17	13.17	2.0386	0.47044	4.8612	15.681	78.406
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	107.5	19.8	8.5861	4.293	35.909	17.954	7.1576	0.42229	3.5788	0.21115	34.48	17.24	32.172	0.050505	0.831	0.016093	8.8706	1.9092	1.9092	0.18629	0.04299	0.44423	1.433	7.165	14.73	14.73	2.2278	0.51411	5.3124	17.137	85.685
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	117.5	26.4	6.097	3.0485	60.327	30.164	5.9084	0.0	2.9542	0.0	60.139	30.069	29.584	0.0	0.72954	0.0	19.134	1.3155	1.3155	0.11663	0.026914	0.27811	0.89714	4.4857	25.99	25.99	3.6318	0.83811	8.6605	27.937	139.69
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	127.5	28.2	5.7089	2.8544	12.242	6.1211	3.7486	1.9603	1.8743	0.98014	10.282	5.1409	20.603	0.10638	0.49049	0.058955	1.9274	0.92573	0.92573	0.072466	0.016723	0.1728	0.55743	2.7872	2.737	2.737	0.30122	0.069512	0.71829	2.3171	11.585
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	137.5	23.4	3.6698	1.8349	24.744	12.372	3.2442	0.0	1.6221	0.0	24.318	12.159	17.137	0.0	0.41721	0.0	7.1341	0.67248	0.67248	0.052345	0.01208	0.12482	0.40265	2.0133	8.4554	8.4554	1.0272	0.23705	2.4495	7.9016	39.508
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	147.5	19.2	3.3719	1.6859	10.046	5.0232	2.6455	0.72636	1.3228	0.36318	9.32	4.66	15.781	0.052083	0.36661	0.024026	1.9875	0.57402	0.57402	0.042429	0.0097913	0.10118	0.32638	1.6319	2.3836	2.3836	0.25333	0.058461	0.6041	1.9487	9.7436
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	157.5	18.0	2.1396	1.0698	25.046	12.523	2.1396	0.0	1.0698	0.0	25.046	12.523	12.945	0.0	0.30226	0.0	8.0369	0.42224	0.42224	0.031406	0.0072475	0.074891	0.24158	1.2079	8.6136	8.6136	0.99742	0.23017	2.3785	7.6725	38.362
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	167.5	17.4	2.3154	1.1577	7.5008	3.7504	1.8349	0.48054	0.91744	0.24027	7.0202	3.5101	11.264	0.057471	0.25903	0.018313	1.5171	0.38707	0.38707	0.027616	0.006373	0.065854	0.21243	1.0622	1.7271	1.7271	0.17734	0.040925	0.42289	1.3642	6.8208
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	177.5	18.0	5.2667	2.6333	7.4791	3.7395	2.1352	3.1315	1.0676	1.5658	4.3476	2.1738	11.833	0.16667	0.28381	0.089963	0.60077	0.55801	0.55801	0.03459	0.0079822	0.082483	0.26607	1.3304	0.8998	0.8998	0.070615	0.016296	0.16839	0.54319	2.716
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	187.5	18.6	3.9285	1.9643	6.2794	3.1397	1.7116	1.9492	0.85579	0.97458	4.0625	2.0312	11.237	0.16129	0.25272	0.066736	0.629	0.46519	0.46519	0.029248	0.0067496	0.069746	0.22499	1.1249	0.85445	0.85445	0.069681	0.01608	0.16616	0.53601	2.68
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	197.5	19.2	7.6016	3.8008	9.0983	4.5491	1.7318	5.351	0.8659	2.6755	3.2284	1.6142	10.0	0.20834	0.23429	0.13899	0.39731	0.58777	0.58777	0.031041	0.0071633	0.074021	0.23878	1.1939	0.7533	0.7533	0.047222	0.010897	0.11261	0.36324	1.8162
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	207.5	20.4	2.8539	1.427	5.1296	2.5648	1.682	0.68364	0.841	0.34182	3.9577	1.9788	9.1176	0.04902	0.21911	0.022613	0.63832	0.34154	0.34154	0.020903	0.0048238	0.049845	0.16079	0.80396	0.74642	0.74642	0.061238	0.014132	0.14603	0.47106	2.3553
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	217.5	19.8	3.4618	1.7309	5.1324	2.5662	1.3792	1.831	0.68962	0.9155	3.0499	1.525	8.1818	0.15152	0.18885	0.06269	0.46729	0.34408	0.34408	0.019712	0.0045489	0.047005	0.15163	0.75815	0.60937	0.60937	0.045348	0.010465	0.10814	0.34883	1.7441
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	227.5	24.0	2.3948	1.1974	5.4672	2.7336	1.4905	0.69678	0.74527	0.34839	4.5629	2.2814	9.0	0.083333	0.20814	0.026554	0.87475	0.29783	0.29783	0.01809	0.0041747	0.043138	0.13916	0.69578	0.90994	0.90994	0.077695	0.01793	0.18527	0.59766	2.9883
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	237.5	24.0	2.0628	1.0314	8.137	4.0685	1.7144	0.34839	0.85722	0.1742	7.7886	3.8943	10.25	0.041667	0.23634	0.013277	1.8854	0.29207	0.29207	0.018236	0.0042082	0.043485	0.14027	0.70137	1.758	1.758	0.16268	0.037541	0.38792	1.2514	6.2568
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	247.5	23.4	2.721	1.3605	5.7749	2.8874	1.7677	0.95331	0.88385	0.47666	4.8216	2.4108	9.2735	0.08547	0.22699	0.033331	0.88387	0.30797	0.30797	0.017963	0.0041453	0.042835	0.13818	0.69089	0.89019	0.89019	0.072692	0.016775	0.17334	0.55917	2.7959
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	257.5	22.2	1.5621	0.78105	14.5	7.25	1.5621	0.0	0.78105	0.0	14.5	7.25	9.054	0.0	0.2115	0.0	4.5004	0.23535	0.23535	0.01459	0.0033668	0.034791	0.11223	0.56114	3.8605	3.8605	0.36977	0.085332	0.88177	2.8444	14.222
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	267.5	22.2	2.5824	1.2912	7.6758	3.8379	1.9814	0.37664	0.9907	0.18832	7.0748	3.5374	9.5496	0.045045	0.23961	0.014353	1.5331	0.29899	0.29899	0.017399	0.0040151	0.04149	0.13384	0.66919	1.4035	1.4035	0.12023	0.027745	0.28669	0.92482	4.6241
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	277.5	21.6	3.3628	1.6814	5.0793	2.5396	1.3253	1.807	0.66263	0.90348	3.0417	1.5209	8.7963	0.18519	0.19404	0.065613	0.47709	0.31752	0.31752	0.017103	0.0039468	0.040784	0.13156	0.65781	0.56183	0.56183	0.039004	0.0090008	0.093009	0.30003	1.5001
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	287.5	21.6	1.6874	0.8437	9.8155	4.9078	1.4568	0.0	0.72841	0.0	9.585	4.7925	10.88	0.0	0.23446	0.0	2.5621	0.26128	0.26128	0.015731	0.0036303	0.037513	0.12101	0.60504	2.1704	2.1704	0.19412	0.044797	0.46291	1.4932	7.4662
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	297.5	21.6	2.3774	1.1887	6.4326	3.2163	1.7318	0.64565	0.86588	0.32283	5.787	2.8935	11.065	0.046296	0.25134	0.021357	1.1535	0.29801	0.29801	0.017239	0.0039782	0.041108	0.13261	0.66303	1.0498	1.0498	0.085361	0.019699	0.20355	0.65662	3.2831
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	307.5	20.4	1.7679	0.88395	9.3803	4.6901	1.5238	0.0	0.76188	0.0	9.1361	4.5681	10.294	0.0	0.22739	0.0	2.4117	0.25166	0.25166	0.015015	0.0034649	0.035804	0.1155	0.57748	2.0269	2.0269	0.17905	0.04132	0.42697	1.3773	6.8867
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	317.5	19.2	1.3648	0.6824	34.605	17.302	1.3648	0.0	0.6824	0.0	34.605	17.302	10.156	0.0	0.21668	0.0	12.629	0.22263	0.22263	0.013493	0.0031137	0.032174	0.10379	0.51894	9.9898	9.9898	0.93691	0.21621	2.2342	7.207	36.035
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	327.5	19.2	5.9095	2.9547	7.6712	3.8356	1.5757	4.3338	0.78784	2.1669	3.3374	1.6687	10.521	0.15625	0.23332	0.10753	0.45546	0.40364	0.40364	0.019099	0.0044075	0.045544	0.14692	0.73459	0.58801	0.58801	0.034589	0.0079821	0.082481	0.26607	1.3303
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	337.5	18.0	2.3499	1.1749	8.1882	4.0941	1.8853	0.46453	0.94267	0.23226	7.7237	3.8618	11.222	0.055556	0.26128	0.017703	1.7557	0.29056	0.29056	0.016278	0.0037565	0.038817	0.12522	0.62608	1.4704	1.4704	0.12094	0.02791	0.2884	0.93032	4.6516
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	347.5	19.2	1.6878	0.84392	32.437	16.219	1.6878	0.0	0.84392	0.0	32.437	16.219	10.833	0.0	0.24665	0.0	11.381	0.24636	0.24636	0.014208	0.0032788	0.033881	0.10929	0.54646	8.6915	8.6915	0.78452	0.18104	1.8708	6.0348	30.174
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	357.5	18.0	4.7392	2.3696	7.939	3.9695	2.6611	2.0781	1.3305	1.039	5.8609	2.9305	13.056	0.11111	0.32628	0.062959	0.91203	0.41404	0.41404	0.020838	0.0048089	0.049692	0.1603	0.80148	0.87271	0.87271	0.059017	0.013619	0.14073	0.45398	2.2699
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	367.5	19.8	2.1675	1.0838	14.916	7.4582	1.916	0.0	0.95799	0.0	14.665	7.3325	13.232	0.0	0.29066	0.0	4.2164	0.29454	0.29454	0.01641	0.003787	0.039132	0.12623	0.63117	3.217	3.217	0.27194	0.062756	0.64848	2.0919	10.459
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	377.5	21.0	4.39	2.195	7.1186	3.5593	2.5021	1.8878	1.2511	0.94391	5.2308	2.6154	13.524	0.047619	0.32269	0.046764	0.7604	0.38072	0.38072	0.019035	0.0043927	0.045392	0.14642	0.73212	0.7166	0.7166	0.046242	0.010671	0.11027	0.35571	1.7785
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	387.5	21.6	3.1357	1.5678	7.8777	3.9388	2.2594	0.64565	1.1297	0.32283	7.0015	3.5007	13.935	0.046296	0.31812	0.021357	1.3298	0.34317	0.34317	0.017883	0.0041269	0.042645	0.13756	0.68782	1.0956	1.0956	0.079911	0.018441	0.19056	0.6147	3.0735
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	397.5	21.6	3.2218	1.6109	16.408	8.204	2.8347	0.3871	1.4174	0.19355	16.021	8.0105	16.898	0.046296	0.39282	0.014752	4.2275	0.38732	0.38732	0.020672	0.0047706	0.049296	0.15902	0.79509	3.1558	3.1558	0.25399	0.058613	0.60567	1.9538	9.7689
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	407.5	21.6	2.2017	1.1008	41.809	20.904	2.2017	0.0	1.1008	0.0	41.809	20.904	14.213	0.0	0.31706	0.0	14.877	0.29401	0.29401	0.016086	0.0037121	0.038358	0.12374	0.61868	10.564	10.564	0.90226	0.20821	2.1515	6.9404	34.702
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	417.5	24.0	3.17	1.585	17.797	8.8984	3.17	0.0	1.585	0.0	17.797	8.8984	16.875	0.0	0.40632	0.0	4.7421	0.38039	0.38039	0.020143	0.0046483	0.048033	0.15494	0.77472	3.4672	3.4672	0.27794	0.064141	0.66279	2.138	10.69
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	427.5	24.6	2.7637	1.3818	23.699	11.849	2.5612	0.0	1.2806	0.0	23.496	11.748	17.114	0.0	0.38351	0.0	7.0499	0.36192	0.36192	0.019372	0.0044705	0.046195	0.14902	0.74508	5.0546	5.0546	0.41322	0.095358	0.98537	3.1786	15.893
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	437.5	23.4	3.8855	1.9428	16.92	8.4598	3.3153	0.35732	1.6577	0.17866	16.349	8.1747	18.846	0.042735	0.43992	0.013617	4.1381	0.43183	0.43183	0.022411	0.0051717	0.053441	0.17239	0.86196	3.0441	3.0441	0.23756	0.054821	0.56649	1.8274	9.1369
ensuse001b-022-04-ASC_000101LP_DEPTH_LPM.txt	-33.951	10.803	2021-06-20T01:47:08	447.5	21.6	5.0056	2.5028	12.029	6.0147	3.5325	1.4732	1.7662	0.73658	10.556	5.2782	19.953	0.092592	0.4732	0.04586	2.0388	0.4918	0.4918	0.024604	0.0056778	0.058671	0.18926	0.94631	1.6084	1.6084	0.11391	0.026287	0.27163	0.87622	4.3811
