Project_id	Profile	RAWfilename	Date_Time	Latitude	Longitude	Sample_id	Pressure [dbar]	Vol [L] (sampled for this depth bin)	Part conc frac [#/l] (ESD: 0.001-0.00126 mm)	Part conc frac [#/l] (ESD: 0.00126-0.00159 mm)	Part conc frac [#/l] (ESD: 0.00159-0.002 mm)	Part conc frac [#/l] (ESD: 0.002-0.00252 mm)	Part conc frac [#/l] (ESD: 0.00252-0.00317 mm)	Part conc frac [#/l] (ESD: 0.00317-0.004 mm)	Part conc frac [#/l] (ESD: 0.004-0.00504 mm)	Part conc frac [#/l] (ESD: 0.00504-0.00635 mm)	Part conc frac [#/l] (ESD: 0.00635-0.008 mm)	Part conc frac [#/l] (ESD: 0.008-0.0101 mm)	Part conc frac [#/l] (ESD: 0.0101-0.0127 mm)	Part conc frac [#/l] (ESD: 0.0127-0.016 mm)	Part conc frac [#/l] (ESD: 0.016-0.0202 mm)	Part conc frac [#/l] (ESD: 0.0202-0.0254 mm)	Part conc frac [#/l] (ESD: 0.0254-0.032 mm)	Part conc frac [#/l] (ESD: 0.032-0.0403 mm)	Part conc frac [#/l] (ESD: 0.0508-0.064 mm)	Part conc frac [#/l] (ESD: 0.064-0.0806 mm)	Part conc frac [#/l] (ESD: 0.0806-0.102 mm)	Part conc frac [#/l] (ESD: 0.102-0.128 mm)	Part conc frac [#/l] (ESD: 0.128-0.161 mm)	Part conc frac [#/l] (ESD: 0.161-0.203 mm)	Part conc frac [#/l] (ESD: 0.203-0.256 mm)	Part conc frac [#/l] (ESD: 0.256-0.323 mm)	Part conc frac [#/l] (ESD: 0.323-0.406 mm)	Part conc frac [#/l] (ESD: 0.406-0.512 mm)	Part conc frac [#/l] (ESD: 0.512-0.645 mm)	Part conc frac [#/l] (ESD: 0.645-0.813 mm)	Part conc frac [#/l] (ESD: 0.813-1.02 mm)	Part conc frac [#/l] (ESD: 1.02-1.29 mm)	Part conc frac [#/l] (ESD: 1.29-1.63 mm)	Part conc frac [#/l] (ESD: 1.63-2.05 mm)	Part conc frac [#/l] (ESD: 2.05-2.58 mm)	Part conc frac [#/l] (ESD: 2.58-3.25 mm)	Part conc frac [#/l] (ESD: 3.25-4.1 mm)	Part conc frac [#/l] (ESD: 4.1-5.16 mm)	Part conc frac [#/l] (ESD: 5.16-6.5 mm)	Part conc frac [#/l] (ESD: 6.5-8.19 mm)	Part conc frac [#/l] (ESD: 8.19-10.3 mm)	Part conc frac [#/l] (ESD: 10.3-13 mm)	Part conc frac [#/l] (ESD: 13-16.4 mm)	Part conc frac [#/l] (ESD: 16.4-20.6 mm)	Part conc frac [#/l] (ESD: 20.6-26 mm)	Part conc frac [#/l] (ESD: >26 mm)	Biovolume [mm3 l-1] (ESD: 0.001-0.00126 mm)	Biovolume [mm3 l-1] (ESD: 0.00126-0.00159 mm)	Biovolume [mm3 l-1] (ESD: 0.00159-0.002 mm)	Biovolume [mm3 l-1] (ESD: 0.002-0.00252 mm)	Biovolume [mm3 l-1] (ESD: 0.00252-0.00317 mm)	Biovolume [mm3 l-1] (ESD: 0.00317-0.004 mm)	Biovolume [mm3 l-1] (ESD: 0.004-0.00504 mm)	Biovolume [mm3 l-1] (ESD: 0.00504-0.00635 mm)	Biovolume [mm3 l-1] (ESD: 0.00635-0.008 mm)	Biovolume [mm3 l-1] (ESD: 0.008-0.0101 mm)	Biovolume [mm3 l-1] (ESD: 0.0101-0.0127 mm)	Biovolume [mm3 l-1] (ESD: 0.0127-0.016 mm)	Biovolume [mm3 l-1] (ESD: 0.016-0.0202 mm)	Biovolume [mm3 l-1] (ESD: 0.0202-0.0254 mm)	Biovolume [mm3 l-1] (ESD: 0.0254-0.032 mm)	Biovolume [mm3 l-1] (ESD: 0.032-0.0403 mm)	Biovolume [mm3 l-1] (ESD: 0.0403-0.0508 mm)	Biovolume [mm3 l-1] (ESD: 0.0508-0.064 mm)	Biovolume [mm3 l-1] (ESD: 0.064-0.0806 mm)	Biovolume [mm3 l-1] (ESD: 0.0806-0.102 mm)	Biovolume [mm3 l-1] (ESD: 0.102-0.128 mm)	Biovolume [mm3 l-1] (ESD: 0.128-0.161 mm)	Biovolume [mm3 l-1] (ESD: 0.161-0.203 mm)	Biovolume [mm3 l-1] (ESD: 0.203-0.256 mm)	Biovolume [mm3 l-1] (ESD: 0.256-0.323 mm)	Biovolume [mm3 l-1] (ESD: 0.323-0.406 mm)	Biovolume [mm3 l-1] (ESD: 0.406-0.512 mm)	Biovolume [mm3 l-1] (ESD: 0.512-0.645 mm)	Biovolume [mm3 l-1] (ESD: 0.645-0.813 mm)	Biovolume [mm3 l-1] (ESD: 0.813-1.02 mm)	Biovolume [mm3 l-1] (ESD: 1.02-1.29 mm)	Biovolume [mm3 l-1] (ESD: 1.29-1.63 mm)	Biovolume [mm3 l-1] (ESD: 1.63-2.05 mm)	Biovolume [mm3 l-1] (ESD: 2.05-2.58 mm)	Biovolume [mm3 l-1] (ESD: 2.58-3.25 mm)	Biovolume [mm3 l-1] (ESD: 3.25-4.1 mm)	Biovolume [mm3 l-1] (ESD: 4.1-5.16 mm)	Biovolume [mm3 l-1] (ESD: 5.16-6.5 mm)	Biovolume [mm3 l-1] (ESD: 6.5-8.19 mm)	Biovolume [mm3 l-1] (ESD: 8.19-10.3 mm)	Biovolume [mm3 l-1] (ESD: 10.3-13 mm)	Biovolume [mm3 l-1] (ESD: 13-16.4 mm)	Biovolume [mm3 l-1] (ESD: 16.4-20.6 mm)	Biovolume [mm3 l-1] (ESD: 20.6-26 mm)	Biovolume [mm3 l-1] (ESD: >26 mm)	Depth [m]	Potential density [kg/m3]	Temperature [degrees Celsius]	Practical salinity [psu]	Doxy [micromol/kg]	Chlorophyll-a [mg/m3]	bbp POC [mgC/m3]	diffPSD slope	diffPSD slope stde
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	2.5	0.0																																																																																										2.4818394	1026.2767	15.399531	35.505634	243.49754	0.21535	12.697811	nan	nan
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	7.5	27.0																	0.0	0.0	312.93	22.0	17.815	13.815	4.1111	1.4815	0.85185	0.25926	0.11111	0.037037	0.11111	0.074074	0.037037	0.0	0.0																																																									7.445428	1026.2745	15.404291	35.504	243.39014	0.21535	62.910583	-4.08	0.267
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	12.5	22.2																	0.0	0.0	299.41	21.036	17.117	11.261	2.8378	0.99099	0.4955	0.31532	0.13514	0.045045	0.13514	0.0	0.0	0.0	0.0																																																									12.4088955	1026.275	15.402848	35.504	243.37154	0.21535	8.788706	-4.42	0.306
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	17.5	21.6																	0.0	0.0	306.16	20.139	15.556	10.602	3.1944	1.25	0.69444	0.18519	0.13889	0.13889	0.092593	0.0	0.046296	0.0	0.0																																																									17.372242	1026.2751	15.403236	35.504	243.44632	0.21535	9.302715	-4.01	0.272
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	22.5	21.0																	0.0	0.0	308.76	21.762	16.714	9.1905	3.2857	1.0952	0.66667	0.2381	0.047619	0.095238	0.095238	0.047619	0.0	0.047619	0.0																																																									22.33547	1026.275	15.407192	35.50477	243.44641	0.21535	9.597698	-3.9	0.3
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	27.5	19.8																	0.0	0.0	310.86	23.081	16.414	11.465	2.9293	1.1616	0.65657	0.40404	0.10101	0.10101	0.10101	0.050505	0.050505	0.0	0.0																																																									27.298578	1026.2753	15.407951	35.505	243.49252	0.21535	8.793374	-3.97	0.242
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	32.5	41.4																	0.0	0.0	307.29	20.7	17.464	10.483	3.0435	1.1353	0.57971	0.19324	0.12077	0.048309	0.072464	0.024155	0.0	0.0	0.0																																																									32.261562	1026.275	15.407142	35.50421	243.46474	0.21535	8.446913	-4.44	0.228
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	37.5	19.2																	0.0	0.0	307.92	20.365	17.76	12.5	3.2812	1.4062	0.67708	0.20833	0.20833	0.10417	0.0	0.052083	0.052083	0.052083	0.0																																																									37.22443	1026.2751	15.40978	35.505	243.52058	0.21535	10.096172	-3.74	0.253
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	47.5	19.2																	0.0	0.0	314.27	20.781	15.781	12.24	3.75	1.6146	0.83333	0.41667	0.15625	0.10417	0.052083	0.10417	0.10417	0.0	0.0																																																									47.149803	1026.275	15.411926	35.505	243.4042	0.21535	11.936263	-3.83	0.27
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	52.5	19.2																	0.0	0.0	305.1	20.833	17.031	10.365	3.4375	1.5625	0.67708	0.10417	0.052083	0.0	0.10417	0.0	0.0	0.0	0.0																																																									52.11231	1026.275	15.412609	35.505	243.30885	0.21776323	9.328223	-4.64	0.389
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	57.5	21.0																	0.0	0.0	305.81	22.667	17.571	13.286	3.619	1.4762	1.0952	0.38095	0.19048	0.095238	0.047619	0.095238	0.0	0.0	0.0																																																									57.074696	1026.2753	15.412701	35.505	243.20944	0.22815266	9.329733	-4.16	0.241
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	62.5	18.6																	0.0	0.0	296.29	20.86	16.774	11.774	3.2258	1.2366	0.69892	0.16129	0.053763	0.0	0.053763	0.0	0.053763	0.0	0.0																																																									62.036964	1026.2754	15.41175	35.504745	243.17159	0.23572917	9.749088	-4.17	0.349
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	67.5	38.4																	0.0	0.0	307.53	21.432	17.292	11.432	3.2292	1.1458	0.52083	0.20833	0.078125	0.15625	0.052083	0.0	0.0	0.0	0.026042																																																									66.99911	1026.2753	15.4107	35.504	243.02086	0.2231025	10.289697	-3.91	0.311
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	77.5	19.2																	0.0	0.0	307.71	20.677	18.177	11.562	3.125	0.83333	0.57292	0.3125	0.0	0.10417	0.10417	0.052083	0.0	0.0	0.0																																																									76.923035	1026.2756	15.4072	35.503	242.65656	0.22922185	10.423939	-4.12	0.272
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	82.5	21.0																	0.0	0.0	305.24	21.048	19.333	11.333	3.1429	1.3333	0.95238	0.047619	0.14286	0.047619	0.047619	0.0	0.0	0.0	0.0																																																									81.88482	1026.2761	15.403186	35.502274	242.53012	0.21037272	9.888394	-4.76	0.332
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	87.5	20.4																	0.0	0.0	306.42	21.814	16.618	10.931	3.8725	1.4216	0.68627	0.19608	0.19608	0.098039	0.0	0.0	0.0	0.0	0.0																																																									86.84648	1026.2753	15.403393	35.501	242.2376	0.22497272	8.649187	-4.59	0.273
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	92.5	23.4																	0.0	0.0	301.88	20.897	15.726	10.556	3.2051	0.68376	0.42735	0.38462	0.12821	0.08547	0.042735	0.0	0.042735	0.0	0.0																																																									91.80803	1026.2759	15.396621	35.499496	241.98463	0.20951	10.913599	-4.14	0.279
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	97.5	34.2																	0.0	0.0	310.29	21.871	15.819	11.023	3.5673	0.87719	0.67251	0.55556	0.11696	0.05848	0.05848	0.02924	0.02924	0.0	0.02924																																																									96.769455	1026.2761	15.390206	35.497803	241.74715	0.19842727	9.989592	-3.86	0.242
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	107.5	17.4																	0.0	0.0	341.78	22.011	16.552	11.897	2.5862	1.5517	0.22989	0.22989	0.22989	0.11494	0.0	0.0	0.0	0.057471	0.0																																																									106.69194	1026.2772	15.38442	35.497	241.42273	0.20710985	10.450087	-3.86	0.379
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	117.5	19.2																	0.0	0.0	342.34	19.531	17.448	11.198	2.6042	1.1458	0.41667	0.46875	0.20833	0.10417	0.0	0.0	0.0	0.0	0.0																																																									116.61395	1026.2775	15.3845825	35.497	240.89838	0.20252854	9.36747	-4.49	0.323
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	127.5	19.8																	0.0	0.0	345.81	23.687	16.263	9.1919	2.5253	0.9596	0.55556	0.25253	0.15152	0.20202	0.050505	0.0	0.0	0.0	0.0																																																									126.53548	1026.2771	15.385314	35.496273	239.11165	0.20508778	13.114678	-4.39	0.286
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	137.5	18.6																	0.0	0.0	342.26	20.538	14.677	10.43	2.3656	1.1828	0.37634	0.053763	0.053763	0.10753	0.0	0.053763	0.0	0.0	0.0																																																									136.45651	1026.2764	15.364296	35.488758	234.62665	0.19538935	9.808965	-4.46	0.409
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	147.5	19.8																	0.0	0.0	361.82	21.313	16.162	10.505	2.5758	1.3131	0.65657	0.20202	0.20202	0.25253	0.050505	0.0	0.0	0.0	0.0																																																									146.37709	1026.2808	15.285059	35.471085	223.80893	0.16608112	9.595813	-4.34	0.303
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	157.5	21.0																	0.0	0.0	346.1	20.19	14.476	9.9524	2.1429	1.619	0.52381	0.2381	0.19048	0.19048	0.047619	0.0	0.0	0.0	0.0																																																									156.29718	1026.3345	14.569736	35.33686	199.5692	0.06971055	0.17353581	-4.35	0.288
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	167.5	22.2																	0.0	0.0	319.95	14.82	8.0631	4.7297	1.7117	0.36036	0.27027	0.09009	0.18018	0.045045	0.045045	0.0	0.0	0.0	0.0																																																									166.2168	1026.4751	12.997156	35.09503	189.83731	0.0	0.0	-4.5	0.365
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	177.5	19.8																	0.0	0.0	324.19	14.545	8.0303	4.6465	1.2626	0.35354	0.10101	0.050505	0.15152	0.050505	0.0	0.050505	0.0	0.0	0.0																																																									176.13591	1026.5243	12.560012	35.046375	183.98474	-0.0033181636	0.0	-4.3	0.471
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	187.5	18.0																	0.0	0.0	340.17	14.778	9.1111	4.2222	1.5556	0.27778	0.27778	0.11111	0.0	0.055556	0.055556	0.0	0.0	0.055556	0.0																																																									186.05458	1026.6104	11.70545	34.945797	179.81837	0.003040215	0.0	-3.78	0.437
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	197.5	16.8																	0.0	0.0	341.49	15.774	9.5833	5.0	1.0119	0.41667	0.11905	0.11905	0.059524	0.11905	0.0	0.0	0.0	0.0	0.0																																																									195.97273	1026.6234	11.521659	34.918163	178.32607	0.0	0.0	-4.79	0.476
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	207.5	17.4																	0.0	0.0	345.0	16.149	8.9655	3.9655	0.4023	0.4023	0.22989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																									205.89043	1026.7155	10.658182	34.83503	180.33508	-0.0072999997	0.0	-6.02	0.719
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	217.5	18.0																	0.0	0.0	355.56	14.611	9.2778	3.6667	1.1111	0.16667	0.11111	0.0	0.0	0.055556	0.0	0.055556	0.0	0.0	0.0																																																									215.80765	1026.758	10.212522	34.789673	181.37875	-0.00365	0.909365	-4.22	0.58
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	227.5	18.6																	0.0	0.0	355.16	13.763	8.172	3.5484	1.129	0.32258	0.21505	0.0	0.10753	0.053763	0.0	0.0	0.0	0.0	0.0																																																									225.72438	1026.7794	9.978269	34.765457	182.49988	0.0	0.33841595	-4.75	0.47
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	237.5	19.2																	0.0	0.0	368.96	16.51	10.052	3.8542	1.1458	0.36458	0.15625	0.10417	0.052083	0.0	0.0	0.052083	0.0	0.0	0.0																																																									235.64064	1026.8148	9.571793	34.72333	186.01459	-0.0011890042	0.0	-4.43	0.497
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	247.5	19.2																	0.0	0.0	375.52	14.427	7.8646	4.9479	1.1458	0.26042	0.052083	0.0	0.10417	0.052083	0.0	0.0	0.0	0.0	0.0																																																									245.55643	1026.8462	9.190392	34.683605	189.41151	-0.00058400223	0.0	-4.95	0.588
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	257.5	20.4																	0.0	0.0	356.47	15.098	9.1176	3.8725	0.78431	0.2451	0.19608	0.04902	0.0	0.0	0.04902	0.0	0.0	0.0	0.0																																																									255.47173	1026.8733	8.816253	34.64196	191.40417	-0.0073	0.0	-4.83	0.563
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	267.5	20.4																	0.0	0.0	363.53	15.882	8.9216	4.3137	1.3235	0.34314	0.2451	0.04902	0.0	0.098039	0.0	0.04902	0.0	0.0	0.0																																																									265.38654	1026.8944	8.553746	34.61647	190.31766	-0.0065699555	0.12825198	-4.27	0.497
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	277.5	21.0																	0.0	0.0	355.05	17.81	9.7143	4.619	0.7619	0.33333	0.047619	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																									275.3009	1026.9127	8.3096075	34.591896	191.21135	-0.00365	0.0	-6.35	0.474
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	287.5	23.4																	0.0	0.0	337.52	14.658	10.385	4.1026	1.0684	0.55556	0.08547	0.0	0.042735	0.042735	0.0	0.0	0.08547	0.0	0.0																																																									285.21475	1026.9254	8.118187	34.571045	191.16798	-0.00365	0.0	-4.03	0.553
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	297.5	24.0																	0.0	0.0	344.21	15.583	9.0	4.6667	1.25	0.375	0.25	0.0	0.083333	0.0	0.041667	0.0	0.041667	0.0	0.0																																																									295.12814	1026.9386	7.953382	34.5565	191.50847	-0.0020277917	0.0	-4.02	0.419
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	307.5	21.6																	0.0	0.0	329.17	14.491	9.537	4.9074	0.97222	0.50926	0.092593	0.046296	0.046296	0.0	0.0	0.0	0.0	0.0	0.0																																																									305.04102	1026.9496	7.7981644	34.541313	191.86827	-0.00365	0.0	-5.63	0.419
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	317.5	23.4																	0.0	0.0	336.28	15.342	8.9744	4.3162	1.3248	0.47009	0.12821	0.0	0.0	0.042735	0.042735	0.0	0.0	0.0	0.0																																																									314.95346	1026.9573	7.699574	34.532654	193.15535	-0.0050469153	0.0	-4.62	0.442
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	327.5	23.4																	0.0	0.0	343.29	14.658	9.2735	4.0171	1.0256	0.29915	0.29915	0.042735	0.08547	0.0	0.0	0.0	0.0	0.0	0.0																																																									324.86542	1026.9695	7.52879	34.51659	197.1264	-0.005152941	0.0	-5.34	0.479
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	337.5	22.8																	0.0	0.0	316.75	14.035	7.6754	4.4298	1.2719	0.35088	0.26316	0.0	0.0	0.04386	0.0	0.0	0.0	0.0	0.0																																																									334.77692	1026.9802	7.3434997	34.496605	199.56604	-0.006377008	0.0	-4.94	0.494
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	347.5	22.8																	0.0	0.0	327.37	12.719	9.2544	4.5175	1.0965	0.92105	0.13158	0.13158	0.04386	0.0	0.0	0.0	0.04386	0.0	0.0																																																									344.68793	1026.9885	7.228287	34.486423	199.54561	-0.0041011265	0.0	-4.14	0.498
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	357.5	21.6																	0.0	0.0	327.27	12.593	8.6111	4.0278	0.64815	0.37037	0.23148	0.092593	0.046296	0.0	0.0	0.0	0.0	0.0	0.0																																																									354.59842	1026.9988	7.0866942	34.474308	201.81752	-0.00011901718	0.0	-5.31	0.438
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	367.5	21.6																	0.0	0.0	315.46	15.278	8.4722	4.3519	0.92593	0.32407	0.13889	0.13889	0.092593	0.092593	0.046296	0.0	0.0	0.0	0.046296																																																									364.50848	1027.0098	6.918548	34.45885	206.02704	-0.00047609117	0.0	-3.63	0.428
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	377.5	22.2																	0.0	0.0	305.27	13.514	8.6036	4.7297	1.0811	0.4955	0.27027	0.045045	0.0	0.0	0.0	0.0	0.0	0.0	0.0																																																									374.41806	1027.0231	6.688624	34.436344	209.91422	-0.0073	0.0	-5.7	0.467
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	387.5	21.6																	0.0	0.0	301.76	10.509	7.3611	4.8148	1.0185	0.27778	0.13889	0.092593	0.0	0.0	0.046296	0.046296	0.0	0.0	0.0																																																									384.32712	1027.039	6.3155284	34.39412	215.21536	-0.006436556	0.0	-4.13	0.473
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	397.5	21.0																	0.0	0.0	307.33	10.952	8.1905	4.4762	1.0	0.57143	0.2381	0.19048	0.095238	0.14286	0.0	0.0	0.0	0.0	0.0																																																									394.23575	1027.0468	6.0220704	34.35626	221.26965	-0.00365	0.0	-4.41	0.447
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	407.5	21.0																	0.0	0.0	327.67	13.19	7.1905	4.0476	1.4286	0.38095	0.19048	0.047619	0.047619	0.0	0.0	0.0	0.0	0.0	0.0																																																									404.1439	1027.0526	5.83328	34.333714	223.11646	-0.0049427054	0.0	-5.46	0.41
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	417.5	23.4																	0.0	0.0	310.47	11.111	6.7949	4.2735	1.1538	0.59829	0.17094	0.0	0.0	0.042735	0.042735	0.0	0.0	0.0	0.0																																																									414.0516	1027.058	5.7340283	34.324966	223.28276	-0.0055876547	0.0	-4.48	0.43
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	427.5	24.6																	0.0	0.0	303.94	12.439	7.6829	4.5935	1.0569	0.4878	0.20325	0.12195	0.0	0.04065	0.0	0.0	0.0	0.0	0.04065																																																									423.9588	1027.061	5.7242465	34.327034	222.76395	-0.0011732163	0.0	-3.63	0.483
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	437.5	22.2																	0.0	0.0	308.11	10.991	8.3784	5.3153	1.2162	0.27027	0.31532	0.045045	0.09009	0.045045	0.0	0.045045	0.0	0.0	0.0																																																									433.8655	1027.0648	5.6723213	34.32377	222.12674	-0.00612529	0.0	-4.33	0.44
356	ensuse001b-035-02-ASC	ensuse001b-035-02-ASC_000101LP_DEPTH_LPM.txt	2021-09-05T21:20:25	-35.441	7.419	31725	447.5	22.2																	0.0	0.0	299.23	11.396	6.3063	4.2342	1.2162	0.45045	0.09009	0.13514	0.09009	0.045045	0.0	0.0	0.045045	0.0	0.0																																																									443.77176	1027.0732	5.630174	34.32777	218.5446	-0.0038505495	0.0	-4.03	0.451
