RAWfilename	Latitude	Longitude	Date_Time	Pressure [dbar]	Vol [L] (sampled for this depth bin)	MiP_abun	MaP_abun	Mip_POC_cont_mgC_m3	Map_POC_cont_mgC_m3	Flux_mgC_m2	Respi_nmolO2_l_h	Temperature [degrees Celsius]	Practical salinity [psu]	Doxy [micromol/kg]	Chlorophyll-a [mg/m3]	bbp700 [m-1]
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	792.5	22.2	15.721	0.0	0.25128	0.0	1.118	0.32234	3.9883854	34.389473	190.62187	-0.0005069451	0.00028543678
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	812.5	24.0	18.875	0.0	0.3017	0.0	1.3621	0.37471	3.9424984	34.397007	188.55128	-0.0057254834	0.000317316
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	832.5	24.0	18.5	0.0	0.2957	0.0	1.3121	0.39761	3.8729846	34.40629	186.93729	0.0028678654	0.00030768168
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	852.5	25.2	20.595	0.039683	0.32919	0.00063429	1.4561	0.4427	3.8138263	34.414043	185.76994	0.000532299	0.00032820526
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	872.5	24.6	20.163	0.0	0.32228	0.0	1.4049	0.42498	3.7906418	34.416	185.12599	0.0	0.00033046154
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	892.5	25.2	20.794	0.039683	0.33236	0.00063429	1.5091	0.4648	3.7216668	34.42582	183.56525	3.9237697e-05	0.00034322936
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	912.5	26.4	21.061	0.11364	0.33663	0.0018164	1.5769	0.5598	3.6457806	34.43196	182.79163	-0.006704892	0.00028498427
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	932.5	28.2	20.816	0.035461	0.33272	0.00056681	1.6182	0.44811	3.555579	34.444633	181.03555	-0.004325928	0.00031639793
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	952.5	27.6	21.667	0.036232	0.34632	0.00057913	1.6582	0.49433	3.5013494	34.453224	180.07599	0.0	0.00029243928
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	972.5	31.2	19.84	0.096153	0.31712	0.0015369	1.5311	0.49189	3.4401753	34.467453	178.60289	0.0010281726	0.0013801453
ensuse001b-026-02-ASC_000101LP_DEPTH_LPM.txt	-34.688	9.665	2021-07-14T00:45:12	982.5	22.2	21.486	0.0	0.34344	0.0	1.6108	0.44144	3.4132	34.473	178.25081	0.00018245545	0.00025828867
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	323.4	12.0	9.3333	0.16667	0.14918	0.002664	0.63381	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	411.9	12.0	13.75	0.0	0.21978	0.0	0.90068	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	435.9	12.0	15.75	0.0	0.25175	0.0	0.84507	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	296.7	12.0	10.417	0.083333	0.1665	0.001332	0.65605	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	218.5	12.0	8.3333	0.0	0.1332	0.0	0.55597	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	363.5	12.0	11.75	0.5	0.18781	0.007992	0.78948	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	380.9	12.0	13.917	0.0	0.22244	0.0	0.78949	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	245.2	12.0	10.25	0.0	0.16384	0.0	0.72277	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	329.3	12.0	11.667	0.25	0.18648	0.003996	0.80061	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	11.083	0.083333	0.17716	0.001332	0.70053	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	12.833	0.0	0.20513	0.0	0.94516	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	10.75	0.16667	0.17183	0.002664	0.81172	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	10.833	0.0	0.17316	0.0	0.62268	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	17.25	0.0	0.27572	0.0	1.0897	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	18.916	0.083333	0.30236	0.001332	1.1898	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	9.8334	0.16667	0.15718	0.002664	0.61158	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	10.417	0.0	0.1665	0.0	0.67829	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	13.917	0.0	0.22244	0.0	0.91181	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	11.333	0.0	0.18115	0.0	0.63381	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	9.0833	0.0	0.14519	0.0	0.55597	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	11.75	0.083333	0.18781	0.001332	0.66717	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	10.0	0.083333	0.15984	0.001332	0.57821	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	10.583	0.0	0.16916	0.0	0.60045	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	8.4167	0.0	0.13453	0.0	0.4559	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	13.083	0.0	0.20912	0.0	0.78949	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	281.3	12.0	10.5	0.25	0.16783	0.003996	0.63381	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	11.917	0.0	0.19048	0.0	0.6227	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	13.083	0.25	0.20912	0.003996	0.87845	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	10.5	0.083333	0.16783	0.001332	0.51149	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	13.667	0.33333	0.21845	0.0053279	0.96739	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	11.833	0.083333	0.18914	0.001332	0.76724	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	12.333	0.083333	0.19713	0.001332	0.94515	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	9.6667	0.0	0.15451	0.0	0.54486	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	11.083	0.5	0.17715	0.007992	0.82284	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	11.0	0.0	0.17582	0.0	0.65604	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	17.333	0.33333	0.27705	0.005328	1.3788	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	11.333	0.0	0.18115	0.0	0.6894	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	11.333	0.083333	0.18115	0.001332	0.78948	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	11.5	0.0	0.18382	0.0	0.61157	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	11.25	0.0	0.17982	0.0	0.61157	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	12.833	0.0	0.20513	0.0	0.87843	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	10.083	0.0	0.16117	0.0	0.61157	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	10.0	0.0	0.15984	0.0	0.65605	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	334.6	12.0	9.6667	0.0	0.15451	0.0	0.42254	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	324.3	12.0	10.583	0.083333	0.16916	0.001332	0.5115	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	331.7	12.0	10.25	0.083333	0.16384	0.001332	0.68941	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	339.7	12.0	11.083	0.0	0.17716	0.0	0.67829	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	330.2	12.0	10.917	0.0	0.17449	0.0	0.67829	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	338.7	12.0	11.5	0.0	0.18381	0.0	0.58933	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	329.9	12.0	15.0	0.16667	0.23976	0.002664	0.9674	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	335.4	12.0	11.583	0.083333	0.18515	0.001332	0.72277	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	328.4	12.0	10.75	0.083333	0.17183	0.001332	0.78949	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	334.1	12.0	9.5833	0.083333	0.15318	0.001332	0.53373	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	333.7	12.0	8.5833	0.0	0.1372	0.0	0.54485	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	339.3	12.0	9.1667	0.0	0.14652	0.0	0.54486	0.0					
ensuse001b-026-02-PAR_000101LP_TIME_LPM.txt	-34.688	9.665	2021-07-12T09:53:48	327.8	12.0	11.833	0.16667	0.18914	0.002664	0.74501	0.0					
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.779583	35.55	237.03659	0.26645	0.00077482586
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	7.5	25.8	39.031	0.3876	0.62387	0.0061953	2.9739	2.5028	16.790997	35.549	236.85799	0.26645	0.00075065676
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	12.5	25.2	40.476	0.27778	0.64697	0.0044401	3.0976	2.566	16.7932	35.549	236.7834	0.26645	0.00074351457
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	17.5	24.0	38.75	0.375	0.61938	0.005994	2.9411	2.5753	16.795275	35.548737	236.66237	0.26645	0.0007881385
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	22.5	21.6	40.88	0.32408	0.65342	0.00518	3.1691	2.6391	16.799974	35.548283	236.63675	0.26645	0.00079957343
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	27.5	21.0	41.096	0.42857	0.65687	0.0068502	3.1008	2.8299	16.800488	35.548	236.63042	0.26645	0.00095981814
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	32.5	21.0	41.381	0.61906	0.66143	0.009895	3.2723	3.5158	16.801382	35.54883	236.6008	0.26645	0.00081715855
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	37.5	21.6	38.426	0.13889	0.61419	0.00222	2.8478	2.2981	16.802492	35.548	236.62498	0.26645	0.0007446226
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	42.5	21.6	41.573	0.37038	0.66451	0.0059201	3.0702	2.6384	16.803429	35.549	236.57379	0.26645	0.0008534287
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	47.5	21.0	39.857	0.19048	0.63708	0.0030446	2.961	2.4507	16.803825	35.549	236.53915	0.26645	0.004004819
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	52.5	42.6	39.859	0.23474	0.63711	0.0037521	3.0383	2.5739	16.804716	35.549	236.6387	0.26645	0.00078330917
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	62.5	21.0	40.571	0.14286	0.64849	0.0022834	3.0626	2.5356	16.807278	35.549	236.61311	0.26645	0.0008041429
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	67.5	20.4	38.235	0.14706	0.61115	0.0023506	2.8845	2.3674	16.808132	35.549	236.49507	0.26645	0.0028680158
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	72.5	19.8	38.182	0.25253	0.61031	0.0040364	2.7833	2.2618	16.808931	35.549	236.46327	0.26645	0.0007775972
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	77.5	18.6	39.087	0.32258	0.62476	0.0051561	2.9629	2.6623	16.809938	35.549	236.44249	0.26645	0.00075671566
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	82.5	21.6	38.472	0.37037	0.61494	0.0059199	2.8355	2.7699	16.811161	35.54972	236.3629	0.26645	0.0009050889
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	87.5	21.0	38.952	0.28572	0.62261	0.0045669	2.9101	2.4642	16.81162	35.55	236.27573	0.26645	0.0008369465
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	92.5	21.0	37.762	0.57143	0.60359	0.0091337	3.069	2.8788	16.811903	35.55	236.14986	0.26645	0.0013612006
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	97.5	34.2	39.357	0.20468	0.62908	0.0032716	3.0472	2.4637	16.813404	35.55	236.02892	0.26645	0.00079188606
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	107.5	19.2	41.042	0.20834	0.65602	0.00333	3.051	2.6593	16.815416	35.55	235.62965	0.26645	0.0008050761
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	117.5	18.0	37.556	0.27778	0.60029	0.00444	2.9059	2.4922	16.816511	35.5497	234.73013	0.24455	0.0007688086
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	127.5	19.8	37.424	0.20202	0.59819	0.0032291	2.8372	2.2969	16.812132	35.548832	233.22192	0.21478847	0.0007836871
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	137.5	21.0	38.428	0.14286	0.61424	0.0022834	2.9229	2.5533	16.810152	35.547794	229.07333	0.2044	0.0008050772
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	147.5	24.0	35.166	0.33333	0.56209	0.0053279	2.7465	2.3747	16.793398	35.53942	210.02612	0.19345	0.001179864
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	157.5	30.0	31.967	0.2	0.51095	0.0031968	2.5085	1.7262	13.111369	35.04916	178.48997	0.01825	0.0004057332
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	167.5	27.6	18.116	0.1087	0.28956	0.0017374	1.2232	0.74413	11.787918	34.943638	180.2615	0.0078407405	0.0003584796
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	177.5	21.6	15.185	0.046296	0.24272	0.00073999	1.0687	0.56275	11.21886	34.89124	181.20665	0.0025955655	0.00034840673
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	187.5	19.8	14.141	0.0	0.22603	0.0	0.88956	0.43991	10.922069	34.86277	181.68785	-0.0027566298	0.00033739157
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	197.5	19.2	15.521	0.10417	0.24808	0.001665	0.99381	0.63232	10.676382	34.83923	181.9081	-0.0019909183	0.00034129623
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	207.5	18.6	23.602	0.53763	0.37725	0.0085934	1.9441	2.2406	10.172277	34.78774	183.08629	-0.00365	0.00033968373
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	217.5	20.4	11.373	0.0	0.18178	0.0	0.81761	0.354	9.96745	34.76769	183.3593	-0.002554989	0.0003175945
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	227.5	22.8	13.991	0.0	0.22363	0.0	0.872	0.43699	9.814964	34.751446	183.79326	-0.0014965023	0.00031779686
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	237.5	23.4	13.291	0.0	0.21244	0.0	0.79261	0.39611	9.354574	34.704945	185.63235	-0.0027375	0.0003610715
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	247.5	23.4	14.957	0.0	0.23908	0.0	0.99791	0.42492	9.072175	34.674614	186.34264	-0.003421875	0.00036805798
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	257.5	22.8	14.254	0.0	0.22784	0.0	0.82518	0.36693	8.701795	34.636204	188.04214	-0.00365	0.00031634033
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	267.5	21.6	13.889	0.046296	0.222	0.00073999	0.83397	0.4126	8.414828	34.60823	189.84277	-0.0073	0.0003603265
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	277.5	20.4	14.069	0.04902	0.22487	0.00078353	0.91571	0.45352	8.235601	34.589115	191.55891	-0.0032849777	0.0003614721
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	287.5	19.8	13.232	0.10101	0.2115	0.0016145	0.88956	0.45118	7.8474073	34.553867	193.69434	-0.006934978	0.00035023366
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	297.5	19.8	13.232	0.0	0.2115	0.0	0.88282	0.33192	7.7009983	34.53895	194.30702	-0.006636327	0.00035444263
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	307.5	19.8	11.919	0.050505	0.19052	0.00080727	0.72782	0.33738	7.5081124	34.520016	195.34094	-0.0073	0.0003881053
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	317.5	19.8	11.869	0.050505	0.18971	0.00080727	0.77498	0.36261	7.3446603	34.502296	196.44415	-0.006166017	0.00039608
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	327.5	20.4	12.402	0.0	0.19823	0.0	0.74566	0.2979	7.1138315	34.48063	198.46048	-0.0009783432	0.00039042538
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	337.5	19.8	12.424	0.0	0.19859	0.0	0.76152	0.29094	6.925721	34.464054	200.1219	-0.0073	0.00042157856
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	347.5	21.0	11.667	0.0	0.18648	0.0	0.67352	0.2673	6.733577	34.447483	201.95601	-0.0051846486	0.00041898384
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	357.5	24.6	13.049	0.0	0.20857	0.0	0.75938	0.30526	6.4934072	34.427364	203.95775	0.0023591463	0.0004046238
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	367.5	23.4	12.521	0.042735	0.20014	0.00068307	0.88956	0.37054	6.3320475	34.41305	205.47925	-0.0039895424	0.00040979392
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	377.5	22.2	11.622	0.045045	0.18576	0.00071999	0.6191	0.29988	6.1625333	34.39922	207.09395	-0.0048798923	0.0004205037
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	387.5	22.2	12.117	0.0	0.19368	0.0	0.76333	0.29642	5.9644084	34.38213	208.62817	-0.0007880669	0.00042972478
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	397.5	22.2	13.288	0.045045	0.2124	0.00071999	0.85349	0.36783	5.8459783	34.373516	209.64938	-0.0032850024	0.00043214255
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	407.5	22.2	11.667	0.045045	0.18648	0.00071999	0.73328	0.2899	5.7198057	34.36428	210.99704	-0.00365	0.0003955545
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	417.5	21.6	13.843	0.046296	0.22126	0.00073999	0.84632	0.35795	5.6087146	34.357346	211.74432	-0.00365	0.00038342655
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	427.5	20.4	13.48	0.19608	0.21547	0.0031341	0.7849	0.44165	5.51509	34.351513	212.17036	-0.00365	0.00038328033
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	437.5	22.8	14.474	0.04386	0.23135	0.00070105	0.92468	0.37533	5.4627757	34.34925	212.36037	-0.0029389623	0.00037848632
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	447.5	24.6	16.098	0.04065	0.2573	0.00064975	0.91668	0.39718	5.4023705	34.34601	212.86784	0.0	0.00036445307
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	457.5	23.4	17.65	0.08547	0.28211	0.0013661	1.0264	0.39735	5.3250937	34.34226	213.14256	-0.0023617647	0.00035524968
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	467.5	23.4	16.88	0.08547	0.26981	0.0013661	0.97509	0.46509	5.2707467	34.33951	213.23047	-0.00067907193	0.0003564587
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	477.5	22.8	18.07	0.04386	0.28883	0.00070105	1.1002	0.39973	5.205247	34.337513	213.19751	-0.0035241428	0.00037027727
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	487.5	22.2	18.514	0.045045	0.29592	0.00071999	1.2262	0.4353	5.1615486	34.336	212.93405	-0.00024886566	0.0003577073
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	497.5	22.2	19.64	0.13514	0.31392	0.00216	1.2141	0.47488	5.113318	34.33549	212.88193	-0.00365	0.00035119476
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	512.5	27.0	17.778	0.074074	0.28416	0.001184	1.1515	0.45382	5.0289807	34.331776	212.64066	-0.00365	0.00035992308
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	532.5	26.4	19.887	0.11364	0.31787	0.0018164	1.3192	0.48596	4.9047065	34.33275	211.03539	-0.00027181255	0.0003562892
ensuse001b-027-01-ASC_000101LP_DEPTH_LPM.txt	-34.752	8.946	2021-07-17T01:47:54	552.5	25.2	20.278	0.079366	0.32412	0.0012686	1.4879	0.49001	4.765813	34.333744	209.70703	-0.0044025765	0.00032157687
