RAWfilename	Latitude	Longitude	Date_Time	Pressure [dbar]	Vol [L] (sampled for this depth bin)	MiP_abun	MaP_abun	Mip_POC_cont_mgC_m3	Map_POC_cont_mgC_m3	Flux_mgC_m2	Respi_nmolO2_l_h	Temperature [degrees Celsius]	Practical salinity [psu]	Doxy [micromol/kg]	Chlorophyll-a [mg/m3]	bbp700 [m-1]
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	240.8	12.0	8.6667	0.0	0.13853	0.0	0.65605	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	360.1	12.0	12.083	0.25	0.19314	0.003996	0.745	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	245.3	12.0	10.917	0.16667	0.17449	0.002664	0.67828	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	237.7	12.0	9.8334	0.25	0.15718	0.003996	0.77837	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	326.1	12.0	10.5	0.083333	0.16783	0.001332	0.64493	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	498.6	12.0	16.5	0.083333	0.26373	0.001332	1.023	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	434.5	12.0	14.583	0.083333	0.2331	0.001332	0.8006	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	353.0	12.0	10.583	0.0	0.16916	0.0	0.52261	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	340.1	12.0	11.417	0.0	0.18248	0.0	0.62269	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	337.3	12.0	9.25	0.0	0.14785	0.0	0.43366	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	333.5	12.0	10.0	0.083333	0.15984	0.001332	0.66717	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	330.4	12.0	10.667	0.083333	0.1705	0.001332	0.70054	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	325.7	12.0	10.667	0.0	0.1705	0.0	0.55598	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	336.0	12.0	12.417	0.5	0.19847	0.007992	0.73389	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	329.9	12.0	11.583	0.16667	0.18515	0.002664	0.72277	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	333.8	12.0	10.75	0.0	0.17183	0.0	0.70053	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	333.0	12.0	10.5	0.0	0.16783	0.0	0.5115	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	328.0	12.0	11.833	0.083333	0.18914	0.001332	0.73389	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	330.3	12.0	11.083	0.0	0.17715	0.0	0.70052	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	334.0	12.0	13.0	0.0	0.20779	0.0	0.81172	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	327.0	12.0	12.583	0.0	0.20113	0.0	0.66717	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	337.5	12.0	12.75	0.16667	0.20379	0.002664	0.78947	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	342.4	12.0	12.333	0.083333	0.19714	0.001332	0.71165	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	332.8	12.0	10.583	0.16667	0.16916	0.002664	0.64493	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	338.5	12.0	9.75	0.0	0.15584	0.0	0.55598	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	332.4	12.0	11.917	0.16667	0.19047	0.002664	0.6894	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	346.3	12.0	11.417	0.0	0.18248	0.0	0.73388	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	333.4	12.0	13.083	0.16667	0.20912	0.002664	0.93404	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	332.4	12.0	10.25	0.0	0.16383	0.0	0.61156	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	339.6	12.0	10.417	0.083333	0.1665	0.001332	0.53374	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	330.8	12.0	10.0	0.33334	0.15984	0.005328	0.61157	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	334.7	12.0	10.5	0.0	0.16783	0.0	0.68941	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	328.8	12.0	9.8333	0.083333	0.15717	0.001332	0.62269	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	342.7	12.0	11.167	0.0	0.17849	0.0	0.6894	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	331.4	12.0	9.25	0.0	0.14785	0.0	0.52262	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	335.7	12.0	10.25	0.0	0.16383	0.0	0.62269	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	338.5	12.0	11.0	0.0	0.17582	0.0	0.48925	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	334.7	12.0	14.0	0.0	0.22377	0.0	0.78948	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	343.8	12.0	10.333	0.0	0.16517	0.0	0.64493	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	340.9	12.0	10.917	0.0	0.17449	0.0	0.58932	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	339.4	12.0	10.167	0.0	0.1625	0.0	0.58933	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	341.5	12.0	10.0	0.0	0.15984	0.0	0.55598	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	332.8	12.0	11.417	0.0	0.18248	0.0	0.76724	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	334.8	12.0	11.417	0.0	0.18248	0.0	0.68941	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	337.6	12.0	10.75	0.16667	0.17183	0.002664	0.60045	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	331.1	12.0	9.9167	0.083333	0.15851	0.001332	0.6227	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	329.8	12.0	11.583	0.083333	0.18515	0.001332	0.68941	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	327.4	12.0	11.667	0.0	0.18648	0.0	0.61158	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	326.2	12.0	11.333	0.16667	0.18115	0.002664	0.66717	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	337.4	12.0	13.75	0.58333	0.21978	0.0093239	0.95628	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	336.4	12.0	12.083	0.5	0.19314	0.007992	0.9118	0.0					
ensuse001b-023-02-PAR_000101LP_TIME_LPM.txt	-34.21	10.619	2021-06-24T09:35:52	341.5	12.0	11.417	0.25	0.18248	0.003996	0.75613	0.0					
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	2.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.593197	35.566532	232.51889	0.25185	0.00069677935
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	7.5	20.4	39.754	0.44118	0.63543	0.0070518	3.3031	3.3605	17.594301	35.566	232.37778	0.25185	0.00091439526
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	12.5	18.0	38.555	0.5	0.61627	0.0079919	3.2839	3.4429	17.598833	35.566	232.3647	0.25185	0.00069327845
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	17.5	17.4	37.299	0.74713	0.59618	0.011942	3.3588	3.514	17.599724	35.566	232.29707	0.25185	0.0007190936
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	22.5	16.8	38.036	0.65477	0.60796	0.010466	3.5186	3.6369	17.6001	35.566	232.2255	0.25185	0.000728603
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	27.5	16.8	39.285	0.47619	0.62793	0.0076113	3.3755	3.4367	17.601425	35.566	232.13991	0.25185	0.00068575836
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	32.5	18.0	36.944	0.33334	0.59051	0.005328	3.1505	3.0999	17.602228	35.566	232.03824	0.25185	0.0006808653
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	37.5	17.4	37.586	0.63218	0.60077	0.010105	3.1978	3.4043	17.601849	35.566	231.93054	0.25185	0.0009508843
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	42.5	16.2	39.567	0.67901	0.63243	0.010853	3.5994	3.9997	17.602858	35.566	231.87747	0.25185	0.00071134354
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	47.5	32.4	39.166	0.55556	0.62603	0.00888	3.3853	3.6567	17.604172	35.566	231.71207	0.25185	0.00074747094
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	57.5	15.6	37.949	0.64104	0.60657	0.010246	3.2931	3.535	17.605745	35.566	231.33566	0.25185	0.00079569337
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	62.5	15.6	35.642	0.64103	0.56969	0.010246	3.1819	3.622	17.605879	35.566	231.16783	0.25185	0.0007014705
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	67.5	16.2	39.012	0.49384	0.62357	0.0078935	3.5089	3.8345	17.607285	35.566	230.88754	0.251807	0.0007205604
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	72.5	16.2	39.383	0.67901	0.62949	0.010853	3.41	4.5564	17.607975	35.566	230.49117	0.2535778	0.00075087143
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	77.5	18.0	39.889	0.66667	0.63758	0.010656	3.5508	4.073	17.607605	35.566208	229.89914	0.257055	0.0007320564
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	82.5	18.0	37.611	0.33333	0.60117	0.0053279	3.2765	2.9548	17.5917	35.564	229.14828	0.25403136	0.00078677677
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	87.5	18.6	36.398	0.53763	0.58178	0.0085935	3.2498	3.407	17.602188	35.565	227.56798	0.25337082	0.0011330247
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	92.5	19.2	34.323	0.3125	0.54862	0.004995	3.0092	3.0194	17.602757	35.565	224.59483	0.253126	0.00072519423
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	97.5	36.0	37.584	0.3889	0.60074	0.0062161	3.2617	3.194	17.600039	35.562737	217.42665	0.25623	0.0007330604
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	107.5	28.2	31.383	0.1773	0.50162	0.002834	2.7822	2.0294	14.660952	35.16408	176.754	0.043408927	0.00041431063
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	117.5	28.2	16.56	0.070922	0.2647	0.0011336	1.0315	0.7119	12.73439	35.0177	178.4249	0.015121423	0.00035014292
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	127.5	21.6	14.907	0.0	0.23828	0.0	0.79071	0.49548	11.985659	34.96158	177.84811	0.0073	0.00038320688
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	137.5	19.2	14.635	0.0	0.23393	0.0	0.8548	0.47493	11.346082	34.90535	176.27626	0.0	0.00034194402
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	147.5	18.6	12.097	0.10753	0.19335	0.0017187	0.75326	0.49532	10.833084	34.843697	176.69121	-0.001035684	0.00032742159
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	157.5	16.8	10.357	0.0	0.16555	0.0	0.56392	0.30006	10.415967	34.812798	179.77626	-0.00018099257	0.0003162514
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	167.5	17.4	10.92	0.22988	0.17454	0.0036744	0.73619	0.51371	9.88022	34.75945	183.41374	-0.005640909	0.00031739782
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	177.5	16.8	7.8571	0.0	0.12559	0.0	0.51626	0.30821	9.477466	34.719475	185.34763	0.11230693	0.012442701
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	187.5	18.0	7.9444	0.11111	0.12698	0.001776	0.54856	0.30992	9.286178	34.698143	186.53537	-0.0047510434	0.00031105548
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	197.5	18.0	10.556	0.0	0.16872	0.0	0.73388	0.30473	9.005723	34.669415	188.1193	-0.00365	0.0003351205
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	207.5	19.2	10.625	0.052083	0.16983	0.00083249	0.78531	0.35401	8.738605	34.640522	188.30261	0.0009954647	0.00033921693
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	217.5	20.4	12.353	0.04902	0.19745	0.00078353	0.77183	0.3493	8.443965	34.610294	189.44397	0.0	0.00033887225
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	227.5	24.0	9.7917	0.041667	0.15651	0.000666	0.66161	0.31565	8.237263	34.5901	190.66594	-0.0027945258	0.00039775076
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	237.5	24.6	12.764	0.04065	0.20402	0.00064975	0.85701	0.35182	7.9748325	34.563282	191.27231	-0.001825	0.00040555515
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	247.5	23.4	12.051	0.21368	0.19263	0.0034154	0.7584	0.58814	7.8077607	34.547752	192.42175	-0.0024333252	0.00040929136
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	257.5	22.2	10.631	0.045045	0.16992	0.00071999	0.64312	0.28898	7.6063094	34.528267	194.14954	-0.0017337408	0.00039516648
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	267.5	21.6	11.713	0.092592	0.18722	0.00148	0.77218	0.39947	7.32216	34.504402	196.2716	0.00094626425	0.0006465215
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	277.5	22.2	10.36	0.13514	0.1656	0.0021601	0.70323	0.33817	7.1066375	34.48658	198.19133	-0.0016222084	0.00040501688
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	287.5	21.6	9.2129	0.0	0.14726	0.0	0.58686	0.27265	6.9024434	34.46878	200.7845	-0.0029199554	0.0003828474
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	297.5	21.0	9.3333	0.047619	0.14918	0.00076114	0.57821	0.28028	6.732102	34.44995	203.48842	-0.00365	0.00039471255
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	307.5	21.0	8.8572	0.047619	0.14157	0.00076114	0.50197	0.2676	6.4712067	34.42506	205.08717	-0.00365	0.00041729823
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	317.5	21.6	8.9815	0.046296	0.14356	0.00073999	0.63628	0.25538	6.3179307	34.41221	206.09497	-0.007146318	0.00039757395
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	327.5	20.4	10.392	0.04902	0.16611	0.00078353	0.60176	0.23812	6.1315203	34.397984	207.72981	-0.00365	0.00039653757
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	337.5	21.0	10.952	0.047619	0.17506	0.00076114	0.55279	0.26318	5.9812207	34.386086	209.23714	-0.00365	0.00042024854
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	347.5	24.0	11.167	0.083334	0.17849	0.001332	0.61158	0.41222	5.841528	34.37473	210.29927	-0.0042731697	0.00042210787
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	357.5	24.0	13.208	0.0	0.21112	0.0	0.82285	0.3182	5.7288256	34.366962	211.02414	-0.0044855378	0.00042264536
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	367.5	22.8	15.483	0.08772	0.24747	0.0014021	0.95394	0.41467	5.6649556	34.362507	211.61978	0.0	0.00041441535
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	377.5	22.2	14.279	0.0	0.22824	0.0	0.75132	0.29573	5.5958424	34.35775	211.83324	-0.0024738915	0.0003950966
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	387.5	22.2	13.153	0.0	0.21024	0.0	0.72127	0.28565	5.5571914	34.35648	211.8076	-0.00365	0.00040220213
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	397.5	21.6	13.009	0.0	0.20794	0.0	0.80926	0.29664	5.5037775	34.354195	212.13046	-0.00365	0.00038617683
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	407.5	21.6	13.796	0.046296	0.22052	0.00073999	0.71659	0.29892	5.435689	34.350426	212.61472	-0.00023052879	0.00039447186
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	417.5	21.0	15.333	0.0	0.24509	0.0	0.92768	0.31643	5.342976	34.34502	213.19138	-0.00365	0.00037091234
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	427.5	20.4	16.814	0.098039	0.26875	0.001567	1.1447	0.39769	5.2670584	34.34152	212.86806	-0.0073	0.00037128935
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	437.5	20.4	15.539	0.0	0.24838	0.0	0.97458	0.33063	5.187666	34.34	212.33804	-0.0065015494	0.0003792207
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	447.5	21.0	18.381	0.14286	0.2938	0.0022834	1.2009	0.45447	5.123076	34.339737	211.93527	0.0028135376	0.00033981682
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	457.5	21.0	17.667	0.095238	0.28238	0.0015223	1.0929	0.49978	5.0686674	34.339	211.67923	-0.00365	0.00037528877
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	467.5	20.4	18.971	0.0	0.30322	0.0	1.3343	0.41672	5.000551	34.338764	211.34325	-0.00365	0.00033776546
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	477.5	21.6	19.676	0.0	0.3145	0.0	1.3034	0.40954	4.9371357	34.338	210.87946	-0.0029113065	0.0003728156
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	487.5	23.4	18.205	0.042735	0.29099	0.00068307	1.2545	0.397	4.8700147	34.338	210.1902	-0.0014170536	0.00038831367
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	497.5	23.4	20.641	0.17094	0.32992	0.0027323	1.5282	0.70844	4.815475	34.338497	209.43779	-0.00365	0.0003412116
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	512.5	25.8	17.558	0.03876	0.28065	0.00061954	1.3033	0.47903	4.74749	34.34075	208.17162	0.0006020653	0.00033759858
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	532.5	26.4	17.727	0.11364	0.28335	0.0018164	1.2585	0.45887	4.642071	34.346222	206.31572	0.0	0.00030617963
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	552.5	26.4	18.901	0.0	0.30212	0.0	1.3141	0.41617	4.595131	34.348	204.88432	-0.002125825	0.00033132517
ensuse001b-024-01-ASC_000101LP_DEPTH_LPM.txt	-34.221	10.136	2021-06-29T01:43:44	567.5	32.4	18.333	0.0	0.29304	0.0	1.3137	0.4275	4.5137744	34.352776	203.78273	-0.00365	0.00032107756
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	325.7	12.0	9.9166	0.0	0.15851	0.0	0.65604	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	503.9	12.0	21.25	0.25	0.33965	0.003996	1.5011	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	550.9	12.0	17.75	0.0	0.28372	0.0	1.4122	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	413.4	12.0	12.083	0.16667	0.19314	0.002664	0.81172	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	358.2	12.0	8.75	0.33334	0.13986	0.0053281	0.54486	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	352.6	12.0	9.9167	0.25	0.15851	0.003996	0.745	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	351.5	12.0	10.667	0.75	0.17049	0.011988	0.77836	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	342.8	12.0	10.75	0.0	0.17183	0.0	0.61158	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	337.7	12.0	11.333	0.33334	0.18115	0.0053281	0.68942	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	346.0	12.0	9.0833	0.33334	0.14519	0.005328	0.43366	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	347.6	12.0	11.75	0.0	0.18781	0.0	0.73389	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	343.1	12.0	11.5	0.0	0.18382	0.0	0.5671	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	343.2	12.0	10.583	0.0	0.16916	0.0	0.63382	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	342.8	12.0	8.1666	0.0	0.13053	0.0	0.42254	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	342.1	12.0	8.75	0.0	0.13986	0.0	0.6227	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	339.4	12.0	9.5	0.0	0.15185	0.0	0.61158	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	347.6	12.0	11.0	0.16667	0.17582	0.002664	0.54485	0.0					
ensuse001b-024-01-PAR_000101LP_TIME_LPM.txt	-34.221	10.136	2021-06-27T13:27:55	347.6	12.0	11.083	0.0	0.17715	0.0	0.745	0.0					
